"Year","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25"
1996,0,0,0,3.29508010138285e-05,0.000204104315556631,0.00136650498842835,0.0139752227329783,0.0127914437583495,0.0295825271076525,0.0220326512482838,0.0461438888668743,0.0389273326632751,0.0783131075614895,0.135347398089628,0.0902697474935756,0.157221914026159,0.0999599132694322,0.10162805119017,0.0776184113809697,0.0673805186364682,0.0414475005539752,0.0334782059349623,0.0171549650966987,0.0111600314330462,0.00283214548558389,0
1997,0,0,0,0.000147261537079358,0.000912169486283074,0.00610709357074863,0.062457139655606,0.0571666730811241,0.132208270467733,0.0984668654153222,0.206223211341758,0.173971456414295,0.349991752495673,0.604885625511978,0.403427575617681,0.702645763067621,0.446734222582275,0.454189354072555,0.346887062345544,0.30113255029662,0.185234423803974,0.149618580215177,0.0766678335868796,0.0498756731890867,0.0126572369899116,0
1998,0,0,0,0.00737954006731651,0.00893224857985252,0.0372567156759619,0.291993673168377,0.17306906243879,0.323063259483621,0.230874330392789,0.502088403651843,0.436389656867154,0.899821032865124,1.69262504428587,1.17301137484187,2.29534019314252,1.80031551140409,1.84457920640459,1.56016292423188,1.54375472852561,0.92399182219964,0.647095874978115,0.405936535309028,0.33306466329945,0.0565883724389546,0
1999,0,0,0,0,0.0157548876614085,0.148173268619259,0.229695677648283,0.429765609441354,0.715062071281911,0.519456970656851,0.451059798837398,0.471855458752884,1.58109341317147,0.390388821729769,0.516152232203793,0.511890715364831,0.445703390480326,0.254335511510311,0.432136512362611,0.0771942091921531,0.0645319476272433,0,0,0,0,0
2000,0,0,0,0.00545210571162112,0.0366484946598958,0.372233736659258,0.523636822923617,0.645182244889398,1.04455625613371,0.732091403563549,0.316126126152447,0.282868807751216,2.14726044406427,0.178309458511551,0.353608629579198,0.280287299872947,0.0107475450891038,0.00678042961101226,0.175586669039782,0.00166321379939841,0.00149094230689015,0,0,0,0,0
2001,0,0,0,0,0.0143994543785487,0.0863967262712924,0.201592361299682,0.100796180649841,0.0863967262712924,0.172793452542585,0.000150943647559945,0.000298876740251568,0.000150943647559945,0.152831837112956,0,0.152604027683105,0.61323469484343,0.382919361263267,0.152604027683105,0.152604027683105,0.607372439760544,0.303686219880272,0.296598571468592,0.000149438370125784,0.151082192197167,0.0287989087570975
2002,0.00386967973539996,0,0,0,0,0.279760255416075,0.829910999756041,1.29634947653335,0.927601808845394,1.03280872665158,1.02406981266871,0.162731195411267,0.21390973946424,0.326108464974161,0.427819478928481,0.431315382780348,0.105206917806187,0.178787021310298,0.248871220962541,0.210252598956731,0.128129395683243,0,0.128129395683243,0,0.0700841996522438,0
2003,0.0148175825627824,0,0,0.083759095969523,0.00798404372349938,0.0591067793147288,0.00702978336208307,0.955988486744207,1.02782046588992,0.18301162208824,0.148799438513216,0.306977069355166,0.9516940884232,0.0246323009446253,0.0892128042139085,0.0737025651538395,0.111233129239289,0.089188512003904,0.0711297751875732,0.0770653971507842,0.0460449190306461,0.058481228492138,0.0155102390600691,0.0895499292431285,0.0155102390600691,0
2004,0,0,0,0.0651787069630022,0.005998397608259,0.0479497802334464,0.00828239550968722,0.618495002739386,1.2924717496573,0.238551764464456,0.195382419302431,0.396647010098946,1.21492199868692,0.03037971218713,0.13748807989599,0.0908994544139571,0.247030444858911,0.137458119627561,0.170131749822861,0.154856984289719,0.0616797333256534,0.109368429369654,0.0465886254820328,0.124567152907876,0.0465886254820328,0
2005,0,0,0.00405899311404695,0.0342233549846423,0.230072291529676,0.722045412113461,0.688900954529827,0.985302080327918,1.11349126375251,1.0371091634536,0.592198944814377,0.506388681005559,0.396496223380647,0.219646736169127,0.119041756320674,0.0658646855800871,0.120647641822868,0.0734059455138516,0.1221688735671,0.0304778573861909,0.0812223063221979,0.0582857088697714,0.0223412348260766,0.00303399485292399,0,0.00965361998657632
2006,0,0,0,0.0174826160169277,0.068102285478018,0.265955261358736,0.598948017216387,0.829081797905866,0.980236210161593,1.12594421098975,0.817621842425838,0.767907396481752,0.455006825614855,0.216955486081716,0.269580880776605,0.0403260290844055,0.219732516907386,0.121186464645423,0.0099750392216541,0.0114780794720722,0.0749243023050306,0.00969897060423037,0.00463771261812861,0.00260823402952836,0,0
2007,0,0.000838007651320579,0.00219862862745363,0.00175146817800955,0.186347030992507,0.164962696742292,0.96433844533295,0.67997260742374,0.838674056251307,1.16704130711858,1.03703977246973,0.556800207988449,0.372081938374515,0.171727087067744,0.0821726990616199,0.0837770203622368,0.160738329472803,0.0169054374904947,0.0714012379176209,0.0181431037846517,0.00750533038139033,0.209355797778459,0.000855530736486721,0.000779944083760002,0,0.000438829684477738
2008,0,0.00229319449697968,0.00744564646970628,0.00245165517199373,0.15470233922692,0.684582793419653,1.19487124740018,1.92409995192183,2.79601427984514,2.4234555740685,2.2037947668154,1.27565065677273,0.965645645519784,0.444692822956292,0.248289810541925,0.247802396050695,0.11626455782785,0.140672445931804,0.198907725683705,0.0564831839343031,0.058103484541593,0.0773776475704677,0.0388504159047843,0.0577023290625216,0.0582943749230839,0
2009,0,0,0,0.0275066763861385,0.0207392962238403,0.348329800447484,1.34648683585383,2.44900119818338,4.53076065281817,2.98719115369203,2.39338469523607,1.87584652574821,0.930658886209363,0.623959017084944,0.30693254932613,0.217028618058487,0.150609036289298,0.0633012013036681,0.0450823720164194,0.0792781296479789,0.0479206199211894,0.0212829633672664,0.0200972115880466,0.00237083460810593,0,0
2010,0,0.00317015643065734,0.0217904728176394,0.178738347334327,0.55121363371837,0.484701108328755,1.32932265289806,2.85323757392799,3.70706547998371,4.45488269948817,3.27536008934084,2.93744065022303,2.21076037584134,1.49280826095293,0.868052071426315,0.445638874927517,0.336948260646374,0.161875925206037,0.217671779592138,0.12734608304205,0.0665795443370749,9.72146955913907e-05,0.0540101269081874,0.0283235210051277,0.0571988109227631,1.58849279904359e-05
2011,0,0,0.00306161934505168,0.0363185569689527,0.0599057133163398,0.30292961305438,0.413934761495644,1.23881570646487,2.2685599712698,2.06184125359398,1.9088607258866,1.90898323217088,1.4492073505535,1.21164628622471,0.861565288465996,0.476558693715259,0.324449833225748,0.212074916639593,0.170421148583644,0.178157711198628,0.0652868395253241,0.170944429992599,0,0.109098905074254,0.0138036970826787,0
2012,0,0,0,0.0279976827286286,0.0302571913295059,0.018928932980075,0.349045873143201,0.448339528741005,0.985935929117699,2.33970254418224,1.4274396902466,1.19664195260667,1.90399033239154,0.994385480218393,0.754351976517165,0.84757946949395,0.20065256974345,0.484578679079531,0.313886193355579,0.0885080722275391,0.0361733013727528,0.127248823865262,0.25716204315205,0.0650132079536308,0.000125708425207033,0
2013,0,0.0177586073729964,0.101459874903206,0.0607074655816944,0.209279926609177,0.84600920761003,1.08845861828131,1.69667607586227,1.0364565384182,1.79818390633103,1.49110410407656,1.16410549377601,1.29815559198912,0.755539467469605,0.506804557322053,0.336320960827704,0.155256509903836,0.14982242698299,0.0595128720702595,0.0966179068111352,0.000138022856466168,0.0135462629184862,0.0178604225927692,0.0416305614380425,0.0177460244020162,0.0177460244020162
2014,6.39220114232929e-05,0.000703142125656222,0.0228765598529008,0.129591757510303,0.278068574473385,0.575577404203407,1.72871292954791,1.67732556515237,1.21454760176393,0.882843333882541,1.16414094394223,0.888818848852664,0.490635431045631,0.544175554493616,0.525997935254629,0.407862639568755,0.198487716769253,0.129993504871188,0.0906995986230675,0.043948098584311,0.0163203524389379,0.0439693807215988,0.0162769683337214,0.0162448321672185,0.0276438142286245,0
2015,0,6.08968315224495e-05,0.00251660289760975,0.0638504606247842,0.508757151408754,0.602473803204417,1.05938300576694,1.71930790222454,1.61362636600494,1.06836124014446,1.25261574783347,0.448988998246697,0.655072339000687,0.601498066537022,0.34299114006328,0.0853202794925423,0.111977786584817,0.000646802504843016,0.000481064281184656,0.000239424586201929,0.000217077574134871,0.000171003928770938,0.000178484742664316,0.000217077574134871,0.000153922621816459,0.000112279194014124
2016,0,0,0.00342734577444258,0.0250084797241238,0.0163324465684794,0.0124697239295122,0.242700463982803,0.759745070934377,0.989508439478376,1.09562890978816,0.576141503973758,0.835581679307641,1.10355958790852,0.708232624133617,0.701637122120441,0.58281822492333,0.26570509249663,0.0683904745510608,0.0442388665536757,0.118867429155423,0.0667218301397879,5.12215611849735e-05,0.000179261787558391,0.000358523575116782,0,0
2017,0,0,0.000309449284047875,0.0131299042016575,0.10155926346021,0.157043337966461,0.273665686774555,0.690137823990602,0.768442504270322,1.00951149787943,1.13037615608289,0.606838847417326,0.41859630393849,0.464169427422588,0.194139219321061,0.168782098141164,0.166121572971114,0.129747995533924,0.0862545846688788,0.0518334231044542,0.0464418669371953,0.0768896452315167,0.00010101520643675,8.57630711987783e-05,3.58115794907715e-05,0
2018,0,0,0.00135545839985561,0.00182916041206996,0.00517461701342758,0.00845721741829665,0.00754288012631106,0.36544755717953,0.442910312431356,0.551872381841958,0.342239760797076,0.499470765562807,0.68266637075875,0.36337264415925,0.376451943306231,0.401345978121296,0.388992735594113,0.259630496212235,0.313397720648944,0.0580849604432406,0.000228633677668962,0.035912565588704,0.000169815922923057,0,0,0
2019,0,0,0,0,0.0275036893632471,0.11914102261879,0.347310527420111,0.723112010025444,0.852553137680333,0.881353143047025,0.935641001381709,0.812560127831144,0.459719475657976,0.0292536002820942,0.154472510864229,0.056510899225374,0.0226754097424698,0.0113377048712349,0.0118987858290264,0.0128506886953485,0,0.000951902866322113,0,0,0,0
