"","Year","(Intercept)","Age"
"1","1936_10",9.26147447452245,-0.392588824241649
"2","1955_20",3.63260256906589,-0.113068162516758
"3","1956_20",7.67853094365085,-0.273996338831258
"4","1957_20",5.59486963331576,-0.159709908128353
"5","1982_10",5.9881642047939,-0.217329918984949
"6","1986_20",7.58290824019738,-0.241473499713752
"7","1987_10",7.15362250630488,-0.198226422500564
"8","1988_10",9.28343202610388,-0.312406495576815
"9","1988_20",8.19085587753614,-0.235294001451214
