Argentina Silus (aru.27.5b6a)	Catch in numbers from Intercatch (raw)									
1 2										
1997 2018										
2 25										
1										
0 	0 	43 	168 	663 	1189 	2330 	5318 	2625 	4312 	2006 	1989 	2015 	839 	863 	992 	840 	332 	128 	233 	0 	0 	0 	0 
0 	0 	83 	1386 	2325 	2590 	4468 	4559 	4863 	4462 	3792 	2834 	2972 	1848 	1866 	1687 	1083 	1043 	1544 	1692 	0 	93 	0 	0 
87 	2167 	2078 	2018 	1537 	2033 	2610 	3758 	4227 	4756 	4064 	2676 	1516 	1002 	1099 	695 	422 	383 	273 	554 	173 	0 	0 	87 
0 	0 	3 	318 	1519 	1623 	2350 	1375 	1646 	1339 	875 	1013 	634 	912 	189 	215 	396 	325 	36 	185 	0 	0 	0 	0 
0 	40 	184 	793 	3021 	4490 	5379 	5709 	2651 	2001 	1426 	1346 	1304 	645 	634 	539 	130 	207 	174 	373 	0 	0 	0 	0 
1429 	2764 	1467 	1458 	3213 	4123 	5666 	5049 	2586 	1952 	1734 	1187 	796 	473 	234 	182 	117 	110 	39 	48 	0 	55 	0 	0 
0 	2 	18 	24 	249 	1521 	2939 	4884 	3109 	1785 	1827 	1235 	842 	310 	234 	335 	186 	109 	0 	140 	48 	1 	0 	0 
0 	0 	0 	78 	1061 	1278 	4556 	4431 	3741 	2058 	1337 	584 	1363 	514 	219 	12 	14 	1 	0 	14 	0 	0 	0 	0 
0 	43 	111 	1369 	2042 	3643 	4388 	5007 	5959 	3795 	1608 	1180 	506 	1795 	131 	35 	51 	0 	0 	43 	0 	0 	0 	0 
6 	913 	2228 	5299 	4377 	5040 	9345 	6286 	5454 	3613 	1819 	1030 	747 	1425 	57 	244 	99 	66 	0 	0 	0 	0 	0 	0 
55 	113 	1248 	2896 	6064 	9147 	9561 	10031 	6435 	4865 	2695 	1110 	495 	771 	84 	100 	39 	0 	30 	0 	0 	0 	0 	0 
0 	143 	1131 	2571 	4011 	5955 	6882 	6928 	7314 	4738 	3294 	2475 	1370 	951 	493 	166 	302 	427 	97 	387 	0 	0 	0 	0 
0 	5 	86 	948 	2722 	3810 	6031 	6586 	5334 	5115 	4101 	4409 	2767 	2345 	974 	642 	254 	375 	168 	657 	0 	0 	0 	0 
0 	14 	115 	272 	3599 	4722 	4665 	3586 	4561 	3293 	4695 	4037 	3234 	2375 	1719 	1235 	1095 	752 	484 	2275 	0 	0 	0 	0 
0 	0 	823 	1328 	2319 	5104 	6500 	5439 	6604 	4779 	4092 	4776 	3041 	1740 	1328 	1196 	972 	461 	458 	836 	0 	0 	0 	0 
0 	0 	134 	503 	1576 	3595 	6732 	6044 	4432 	4266 	2547 	1862 	1491 	962 	492 	255 	242 	138 	504 	154 	0 	0 	0 	0 
0 	0 	318 	526 	3631 	3846 	4651 	7141 	4342 	3533 	2263 	2174 	1610 	1227 	884 	876 	532 	501 	563 	517 	0 	0 	0 	0 
0 	6677 	2511 	2225 	3731 	6778 	6517 	6540 	5390 	3023 	1298 	919 	1046 	637 	301 	101 	229 	180 	143 	487 	0 	0 	0 	0 
0 	11 	375 	1666 	4151 	5676 	9401 	7438 	7057 	4023 	2064 	1483 	736 	624 	362 	182 	227 	121 	96 	181 	0 	0 	0 	0 
0 	0 	2687 	2360 	4656 	6133 	6351 	8134 	6084 	4118 	1609 	1042 	1376 	286 	198 	243 	215 	220 	49 	441 	0 	0 	0 	0 
0 	16 	280 	781 	1331 	4326 	7605 	8074 	7851 	7174 	3177 	1070 	955 	491 	528 	263 	382 	175 	184 	148 	0 	0 	0 	0 
0 	526 	8124 	6161 	8981 	7209 	6314 	5866 	4968 	3709 	1540 	457 	667 	130 	190 	189 	67 	122 	0 	0 	0 	0 	0 	0 
