PERSON,SOURCE,COUNTRY,DIVISION,HAUL_ID,DAY,MONTH,YEAR,LAT,LON,DEPTH_M
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080054,7,8,1996,61.875,-4.625,300.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080055,7,8,1996,61.954165,-4.43167,352
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080056,7,8,1996,62.027505,-4.2625,336
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080057,7,8,1996,62.11917,-4.229165,294.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080062,8,8,1996,62.36667,-4.241665,379.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080063,8,8,1996,62.43833,-4.586665,401.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080067,8,8,1996,62.116665,-4.591665,263
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080068,8,8,1996,62.206665,-4.766665,235.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080069,8,8,1996,62.376665,-5.01417,233.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080070,8,8,1996,62.44917,-4.95,387
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080071,8,8,1996,62.46667,-5.25833,190
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080072,8,8,1996,62.433335,-5.416665,185.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080074,8,8,1996,62.513335,-5.579165,200
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080076,9,8,1996,62.6875,-5.741665,389.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080079,9,8,1996,62.533335,-5.925,150
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080080,9,8,1996,62.48583,-6.065,111
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080082,9,8,1996,62.6325,-6.088335,187
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080083,9,8,1996,62.708335,-6.066665,311
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080084,9,8,1996,62.708335,-6.25,261
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080085,9,8,1996,62.758335,-6.241665,358.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080086,9,8,1996,62.723335,-6.430835,225
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080087,10,8,1996,62.77833,-6.5625,361.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080088,10,8,1996,62.741665,-6.765,185
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080089,10,8,1996,62.760835,-7.088335,377.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080092,10,8,1996,62.725,-7.09167,180.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080093,10,8,1996,62.630005,-7.095835,150.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080094,10,8,1996,62.61666,-6.92583,143.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080095,10,8,1996,62.61666,-6.583335,153
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080100,11,8,1996,62.43,-7.096665,98
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080112,12,8,1996,62.755,-6.90833,276.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080113,12,8,1996,62.675,-7.566665,322.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080115,12,8,1996,62.68167,-7.458335,212.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080116,12,8,1996,62.62,-7.574165,176
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080118,12,8,1996,62.525,-7.763335,158
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080119,12,8,1996,62.604995,-7.85,288.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080121,13,8,1996,62.41917,-7.9075,128.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080132,16,8,1996,62.379165,-8.45,216.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080135,17,8,1996,62.47083,-8.6,440
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080136,17,8,1996,62.45,-8.90833,478.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080137,17,8,1996,62.375,-9.025,486
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080140,17,8,1996,62.358335,-8.98333,458
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080141,17,8,1996,62.283335,-8.97917,438
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080142,17,8,1996,62.2,-9.116665,458
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080143,17,8,1996,62.204165,-8.675,232.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080144,17,8,1996,62.29167,-8.608335,223.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080145,17,8,1996,62.212495,-8.341665,129
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080147,18,8,1996,61.866665,-7.4,117.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080160,19,8,1996,61.82167,-7.766665,156
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080161,19,8,1996,61.7,-7.75,316.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080162,19,8,1996,61.683335,-7.891665,320
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080167,19,8,1996,62.021665,-8.23333,130
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080168,19,8,1996,62.116665,-8.358335,135.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080169,19,8,1996,62.033335,-8.625,216
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080170,19,8,1996,62.045835,-8.68333,242
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080171,19,8,1996,61.95583,-8.975,494.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080172,20,8,1996,61.95833,-8.646665,221.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080174,20,8,1996,61.8625,-8.175,150.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080175,21,8,1996,61.783335,-8.483335,228
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080176,21,8,1996,61.766665,-8.6,471
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080177,21,8,1996,61.675,-8.233335,174.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080178,21,8,1996,61.625,-8.29167,500.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080180,21,8,1996,61.555,-8.041665,315
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080181,21,8,1996,61.61667,-7.91667,346
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080182,21,8,1996,61.608335,-7.583335,213
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080183,21,8,1996,61.525,-7.733335,181
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080184,21,8,1996,61.4625,-7.891665,216.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080185,21,8,1996,61.45833,-7.533335,196
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080186,21,8,1996,61.458335,-7.391665,171
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080187,22,8,1996,61.3,-6.91667,129.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080188,22,8,1996,61.358335,-7.033335,136
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080189,22,8,1996,61.283335,-7.191665,189
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080190,22,8,1996,61.20833,-7.15833,198.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080191,22,8,1996,61.05,-7.025,242
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080192,22,8,1996,61.033335,-6.95,208
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080193,22,8,1996,60.883335,-6.975,257
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080194,22,8,1996,60.716665,-6.891665,279
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080195,22,8,1996,60.65,-6.575,238
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080197,22,8,1996,60.641665,-6.305,245
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080198,23,8,1996,60.70833,-6.06667,447.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080200,23,8,1996,60.716665,-6.375,189.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080209,24,8,1996,60.975,-6.25,183
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080210,24,8,1996,60.966665,-6.15,224.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080211,24,8,1996,60.84833,-5.758335,406.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080215,24,8,1996,60.88333,-5.558335,431
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080216,24,8,1996,61.025,-5.375,348.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080217,24,8,1996,61.237495,-5.558335,212
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080218,24,8,1996,61.275,-5.275,218
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080219,24,8,1996,61.366665,-5.2,207.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080220,24,8,1996,61.36667,-5.75,206.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080221,25,8,1996,61.54167,-5.766665,190
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080222,25,8,1996,61.716665,-6.44167,78
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,96080230,26,8,1996,61.125,-6.925,167
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080003,1,8,1997,60.86667,-5.733335,391.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080004,1,8,1997,60.88333,-5.583335,433
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080005,1,8,1997,61.033335,-5.375,344
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080006,2,8,1997,61.23167,-5.558335,213
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080007,2,8,1997,61.283335,-5.266665,223
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080009,2,8,1997,61.375,-5.75,209.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080010,2,8,1997,61.541665,-5.783335,198
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080011,2,8,1997,61.54167,-5.89167,182
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080012,2,8,1997,61.466665,-6.06667,170
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080014,2,8,1997,61.533335,-6.2,216
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080024,3,8,1997,62.133335,-6.358335,76
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080025,3,8,1997,62.2,-6.291665,80.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080028,3,8,1997,62.125,-6.133335,104
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080030,3,8,1997,61.983335,-6.225,116.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080032,4,8,1997,61.966665,-5.93333,166
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080033,4,8,1997,61.98833,-5.74167,233.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080034,4,8,1997,61.987495,-5.583335,223.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080035,4,8,1997,61.9,-5.425,186
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080036,4,8,1997,61.79167,-5.55,159
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080037,4,8,1997,61.725,-5.408335,170.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080040,4,8,1997,61.54167,-5.23333,287.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080041,4,8,1997,61.466665,-5.091665,245
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080042,4,8,1997,61.55,-4.866665,221.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080043,4,8,1997,61.633335,-4.8,299.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080044,4,8,1997,61.73333,-5.066665,230.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080045,5,8,1997,61.60833,-5.416665,308.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080046,5,8,1997,61.783335,-5.258335,202
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080047,5,8,1997,62.033335,-5.458335,212.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080048,5,8,1997,62.033335,-5.725,182.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080049,5,8,1997,62.091665,-5.566665,161.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080050,5,8,1997,62.116665,-5.283335,167.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080051,5,8,1997,62.20833,-5.13333,168.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080052,5,8,1997,62.29167,-5.291665,163
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080053,5,8,1997,62.375,-5.391665,201
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080054,5,8,1997,62.225,-5.40833,183
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080055,5,8,1997,62.2,-5.56667,230.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080056,5,8,1997,62.208335,-5.775,187
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080057,6,8,1997,62.29167,-5.791665,139
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080058,6,8,1997,62.358335,-5.85833,105
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080060,6,8,1997,62.05,-4.883335,180.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080061,6,8,1997,61.975,-4.891665,190.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080062,7,8,1997,61.866665,-4.916665,205
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080063,7,8,1997,61.81667,-4.75,238
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080064,7,8,1997,61.875,-4.616665,309.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080065,7,8,1997,61.94167,-4.441665,354
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080066,7,8,1997,62.025,-4.258335,337.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080067,7,8,1997,62.133335,-4.23333,294.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080073,7,8,1997,62.29167,-4.433335,283
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080074,7,8,1997,62.20833,-4.45,272
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080075,7,8,1997,62.141665,-4.56667,267
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080076,8,8,1997,62.2,-4.74167,248
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080077,8,8,1997,62.375,-4.583335,333
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080078,8,8,1997,62.441665,-4.566665,400
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080079,8,8,1997,62.441665,-4.933335,379
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080080,8,8,1997,62.375,-5.025,218
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080081,8,8,1997,62.46667,-5.241665,197
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080082,8,8,1997,62.458335,-5.408335,191
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080083,8,8,1997,62.506665,-5.575,199
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080084,8,8,1997,62.43333,-5.741665,144.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080085,8,8,1997,62.533335,-5.94167,144
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080086,8,8,1997,62.6,-5.933335,179
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080087,8,8,1997,62.683335,-5.725,393
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080088,9,8,1997,62.63334,-6.058335,187.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080089,9,8,1997,62.708335,-6.06667,312.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080090,9,8,1997,62.708335,-6.225,259.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080091,9,8,1997,62.758335,-6.241665,364.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080093,9,8,1997,62.708335,-6.416665,185.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080094,9,8,1997,62.78333,-6.575,365
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080095,9,8,1997,62.74333,-6.74167,190
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080096,9,8,1997,62.625,-6.591665,155
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080097,9,8,1997,62.558335,-6.6,104
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080101,10,8,1997,62.475,-6.558335,92
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080103,10,8,1997,62.39167,-6.916665,96.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080104,10,8,1997,62.433335,-7.083335,99.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080108,10,8,1997,62.758335,-6.89167,279
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080109,11,8,1997,62.75,-7.10833,353.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080110,11,8,1997,62.725,-7.066665,174
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080111,11,8,1997,62.7,-7.225,164.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080112,11,8,1997,62.68333,-7.416665,182
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080114,11,8,1997,62.675,-7.55833,303.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080115,11,8,1997,62.591665,-7.916665,304
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080117,11,8,1997,62.625,-7.075,149.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080118,11,8,1997,62.60833,-6.916665,142
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080119,11,8,1997,62.533335,-6.925,111.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080124,15,8,1997,62.51667,-7.571665,118
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080127,15,8,1997,62.56667,-8.25,477.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080128,15,8,1997,62.45833,-8.62,435.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080129,15,8,1997,62.448335,-8.9,482.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080130,15,8,1997,62.375,-9.05,494
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080131,15,8,1997,62.358335,-8.94167,451.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080132,15,8,1997,62.225,-9.09167,457
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080133,16,8,1997,62.21083,-8.691665,241.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080134,16,8,1997,62.281665,-8.625,235
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080138,16,8,1997,62.4275,-7.891665,124.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080161,18,8,1997,61.5475,-7.27083,132.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080162,18,8,1997,61.463335,-7.908335,208.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080163,18,8,1997,61.56083,-8.0525,312
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080164,18,8,1997,61.641665,-8.273335,427
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080166,18,8,1997,61.68,-8.235835,174
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080167,18,8,1997,61.775,-8.45917,200
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080168,19,8,1997,61.775,-8.589165,420
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080169,19,8,1997,61.95833,-8.64583,217
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080170,19,8,1997,61.945,-8.975,504.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080171,19,8,1997,62.05,-8.691665,238.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080172,19,8,1997,62.045835,-8.625,216
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080173,19,8,1997,62.031665,-8.255835,129
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080176,19,8,1997,61.795835,-8.06667,165
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080177,19,8,1997,61.685835,-7.9,301
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080178,19,8,1997,61.637495,-7.908335,340.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080179,19,8,1997,61.68333,-7.766665,336
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080180,20,8,1997,61.5375,-7.733335,176.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080183,20,8,1997,61.793335,-7.3425,118.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080184,21,8,1997,61.716665,-7.385,134
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080185,21,8,1997,61.9325,-7.566665,119
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080186,21,8,1997,61.9,-7.735,131.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080187,21,8,1997,61.9,-7.919165,144
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080191,21,8,1997,61.82917,-7.75917,152
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,97080192,21,8,1997,61.59667,-7.571665,204
