person,source,country,division,haul_id,day,month,year,lat,lon,depth
Pamela J. Woods,commercial,Iceland,27.5.a,108108,16,5,1998,63.06333333333333,-20.09833333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,108109,15,5,1998,63.04,-22.28166666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,108110,14,5,1998,63.08833333333333,-22.713333333333328,NA
Pamela J. Woods,commercial,Iceland,27.5.a,108111,18,5,1998,63.375,-17.75,NA
Pamela J. Woods,commercial,Iceland,27.5.a,107929,10,3,1998,63.275000000000006,-16.825,NA
Pamela J. Woods,commercial,Iceland,27.5.a,107935,6,3,1998,63.066666666666656,-21.00833333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,107936,5,3,1998,63.050000000000004,-20.75833333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,107937,5,3,1998,63.050000000000004,-20.933333333333326,NA
Pamela J. Woods,commercial,Iceland,27.5.a,107440,7,5,1998,63.03333333333333,-20.266666666666662,NA
Pamela J. Woods,commercial,Iceland,27.5.a,107470,25,5,1998,62.88333333333333,-24.183333333333326,NA
Pamela J. Woods,commercial,Iceland,27.5.a,109186,16,5,1998,63.050000000000004,-20.06666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,109188,29,4,1998,63.375,-21.75,NA
Pamela J. Woods,commercial,Iceland,27.5.a,109189,29,4,1998,63.375,-21.75,NA
Pamela J. Woods,commercial,Iceland,27.5.a,109190,29,4,1998,63.375,-21.75,NA
Pamela J. Woods,commercial,Iceland,27.5.a,109192,28,4,1998,63.375,-20.75,NA
Pamela J. Woods,commercial,Iceland,27.5.a,109195,19,4,1998,63.125,-21.75,NA
Pamela J. Woods,commercial,Iceland,27.5.a,109204,14,4,1998,64.625,-27.25,NA
Pamela J. Woods,commercial,Iceland,27.5.a,109205,27,2,1998,64.625,-27.25,NA
Pamela J. Woods,commercial,Iceland,27.5.a,109213,15,7,1998,63.375,-22.75,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114994,26,10,1998,63.41733333333333,-16.24858333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114998,27,10,1998,63.2575,-17.45166666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116092,4,9,1998,63.23175,-20.502083333333328,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114987,25,10,1998,64.024,-13.30833333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116458,15,6,1998,62.83333333333333,-24.08333333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116460,11,4,1998,64.66666666666666,-27.400000000000002,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116483,1,7,1998,63.316666666666656,-16.56666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116485,2,7,1998,63.13333333333333,-21.933333333333326,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116489,5,7,1998,63.050000000000004,-20.71666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116556,28,6,1998,63.11666666666665,-21.96666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116562,7,7,1998,63.03333333333333,-22.266666666666662,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116566,1,7,1998,63.01666666666665,-22.13333333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116568,27,4,1998,63,-20.183333333333326,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116586,18,11,1997,63.1,-21.650000000000002,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116588,1,12,1997,63.03333333333333,-20.86666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,117628,30,6,1998,63.26666666666665,-16.85,NA
Pamela J. Woods,commercial,Iceland,27.5.a,117630,12,6,1998,63.01666666666665,-20.3,NA
Pamela J. Woods,commercial,Iceland,27.5.a,117636,14,4,1998,64.6,-27.08333333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116926,7,7,1998,63.03333333333333,-22.266666666666662,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118204,6,3,1999,66.89941666666667,-21.83866666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,112788,14,10,1998,63.80341666666666,-12.675333333333331,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,112789,15,10,1998,63.96941666666665,-12.666749999999999,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,112790,15,10,1998,64.08058333333332,-12.59225,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,112792,15,10,1998,63.95991666666666,-11.515,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,112793,16,10,1998,64.16391666666667,-11.288666666666659,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,112784,14,10,1998,63.61533333333333,-13.377166666666659,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,112785,14,10,1998,63.23500000000001,-13.24566666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,112786,14,10,1998,63.209,-13.01783333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,112780,14,10,1998,64.03008333333332,-13.01858333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,112781,14,10,1998,63.938500000000005,-13.037500000000001,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,112782,14,10,1998,63.81558333333333,-13.09608333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,112783,14,10,1998,63.726749999999996,-13.31233333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,112351,13,6,1998,63.050000000000004,-20.35,NA
Pamela J. Woods,commercial,Iceland,27.5.a,112352,5,7,1998,63.050000000000004,-21.05,NA
Pamela J. Woods,commercial,Iceland,27.5.a,112353,4,7,1998,63.050000000000004,-22.31666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,112355,2,7,1998,63.066666666666656,-23.7,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111075,27,6,1998,63.05833333333333,-22.25833333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111100,1,7,1998,62.875,-24.13333333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111101,5,7,1998,63.050000000000004,-23.44166666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111103,6,7,1998,63.08333333333333,-23.58333333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111107,4,7,1998,63.11666666666665,-22.04166666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111108,3,7,1998,63.025000000000006,-23.775000000000002,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111109,2,7,1998,62.98333333333333,-23.83333333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111110,29,6,1998,63.1,-22.04166666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111111,28,6,1998,63.11666666666665,-21.96666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111116,18,6,1998,62.76666666666665,-24.400000000000002,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111117,17,6,1998,62.75833333333333,-24.283333333333328,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111118,16,6,1998,62.825,-24.175,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111119,15,6,1998,62.83333333333333,-24.05,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111157,18,5,1998,63.03333333333333,-20.325,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111168,28,5,1998,63.066666666666656,-20.24166666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111170,30,5,1998,63.01666666666665,-20.125,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111171,31,5,1998,63.050000000000004,-20.19166666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114221,4,10,1997,64.26116666666667,-26.88216666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114692,4,10,1998,64.41083333333333,-22.795,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114693,4,10,1998,64.60875,-22.79291666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114694,5,10,1998,64.45583333333333,-23.157500000000002,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114697,5,10,1998,63.974166666666655,-23.345000000000002,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114698,5,10,1998,63.82083333333333,-23.683333333333326,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114699,5,10,1998,63.87083333333333,-24.25083333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114700,6,10,1998,63.93666666666665,-24.21,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114709,7,10,1998,64.44416666666666,-26.25,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114710,7,10,1998,64.69250000000001,-25.84,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114711,7,10,1998,64.775,-26.4575,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114712,7,10,1998,64.96833333333333,-26.6975,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114713,7,10,1998,65.15041666666666,-26.47825,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114708,6,10,1998,64.03625,-26.73641666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114703,6,10,1998,64.23083333333334,-25.26166666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114704,6,10,1998,64.01083333333332,-25.52,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114705,6,10,1998,63.95833333333333,-25.24416666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114707,6,10,1998,63.88333333333333,-26.4025,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114702,6,10,1998,64.1125,-24.77833333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114714,7,10,1998,65.38833333333334,-27.00041666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114715,7,10,1998,65.67666666666666,-26.57,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114716,7,10,1998,65.4,-26.435000000000002,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111174,3,6,1998,63.05833333333333,-20.2,NA
Pamela J. Woods,commercial,Iceland,27.5.a,111175,4,6,1998,63.00833333333333,-20.11666666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114717,7,10,1998,65.30916666666666,-25.87416666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114718,8,10,1998,65.23166666666667,-25.927500000000002,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114720,8,10,1998,64.60666666666667,-24.615833333333327,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114722,8,10,1998,64.98833333333333,-23.895,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114726,9,10,1998,65.21333333333332,-24.858333333333327,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114728,9,10,1998,65.64,-24.995833333333326,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114729,9,10,1998,65.7275,-25.355,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114730,10,10,1998,65.82333333333332,-25.795833333333327,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114731,10,10,1998,65.81916666666666,-26.065833333333327,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114732,10,10,1998,66.04166666666666,-26.21583333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114733,10,10,1998,66.20916666666666,-25.84416666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114737,10,10,1998,66.67,-24.275833333333328,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114744,11,10,1998,66.74116666666666,-23.29291666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114750,15,10,1998,66.91833333333334,-22.51583333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114789,16,10,1998,66.11258333333333,-21.0425,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,115008,28,10,1998,63.48500000000001,-22.204166666666662,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,115009,28,10,1998,63.08066666666665,-22.24858333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,115010,28,10,1998,63.36516666666665,-23.136416666666662,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,115011,28,10,1998,63.243666666666655,-24.022083333333327,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,115012,28,10,1998,63.024916666666655,-24.41891666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,115013,28,10,1998,63.151333333333326,-24.894000000000002,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,115014,29,10,1998,63.3725,-25.78,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,115005,27,10,1998,63.422416666666656,-21.45666666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,115004,27,10,1998,63.34441666666665,-21.167,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114990,26,10,1998,64.17416666666666,-14.43,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,114991,26,10,1998,63.72108333333333,-14.70133333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118892,9,3,1999,64.88475,-27.22191666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118894,9,3,1999,64.96508333333333,-26.706333333333326,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119814,9,3,1999,66.27316666666667,-25.7805,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119816,9,3,1999,66.37091666666666,-25.56841666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118934,11,3,1999,64.23066666666666,-25.28216666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118942,11,3,1999,63.968166666666654,-24.17125,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118944,11,3,1999,63.88241666666666,-24.234,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118932,11,3,1999,64.3395,-25.39741666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118848,7,3,1999,63.33258333333333,-23.36383333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118850,7,3,1999,63.249666666666656,-23.72091666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118852,7,3,1999,63.15875,-23.876083333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118858,7,3,1999,63.116916666666654,-24.288333333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118860,7,3,1999,63.028749999999995,-24.387333333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118862,8,3,1999,63.14933333333333,-24.87741666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118846,7,3,1999,63.36058333333333,-23.13858333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119898,16,3,1999,65.61708333333333,-26.69208333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119894,16,3,1999,65.79050000000001,-26.701249999999998,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119884,15,3,1999,65.77366666666666,-25.73,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119886,16,3,1999,65.81833333333333,-25.79758333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119888,16,3,1999,65.81741666666666,-26.058333333333326,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119890,16,3,1999,65.95066666666666,-26.500333333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119892,16,3,1999,65.89224999999999,-26.73916666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116462,16,6,1998,62.83333333333333,-24.3,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118754,14,3,1999,64.31958333333333,-12.54066666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119106,14,3,1999,63.48375,-22.23308333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119113,14,3,1999,63.22191666666666,-22.75566666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119115,14,3,1999,63.0805,-22.26116666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119117,14,3,1999,63.16233333333333,-22.190833333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119153,15,3,1999,63.152249999999995,-21.14875,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119155,15,3,1999,63.125249999999994,-21.11616666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119056,11,3,1999,63.78233333333333,-24.381,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119206,17,3,1999,63.887,-14.84633333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119184,17,3,1999,63.27116666666665,-17.24841666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119186,17,3,1999,63.38558333333333,-16.171583333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119188,17,3,1999,63.416000000000004,-16.24266666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119200,17,3,1999,63.69633333333333,-14.68183333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119162,16,3,1999,63.13166666666665,-20.57866666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119160,15,3,1999,63.125,-20.82525,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119377,16,3,1999,65.02791666666666,-27.142249999999997,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119375,16,3,1999,65.205,-27.02308333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119307,6,3,1999,67.03575,-23.484833333333327,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116452,3,7,1998,63.066666666666656,-23.66666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,116454,6,7,1998,63.08333333333333,-23.58333333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118774,15,3,1999,64.01658333333333,-13.32641666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118218,7,3,1999,66.92716666666666,-22.885,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119820,9,3,1999,66.47574999999999,-25.30058333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119806,9,3,1999,66.03,-26.249083333333328,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119808,9,3,1999,66.113,-26.09016666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119810,9,3,1999,66.19024999999999,-25.892249999999997,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,119812,9,3,1999,66.28233333333333,-25.84641666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118870,8,3,1999,63.940166666666656,-25.255083333333328,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118876,8,3,1999,63.88158333333333,-26.42266666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118878,8,3,1999,64.01133333333333,-26.67091666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118880,8,3,1999,64.27616666666667,-26.90625,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118882,8,3,1999,64.39750000000001,-26.41,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118884,9,3,1999,64.43708333333333,-26.251083333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118868,8,3,1999,63.72333333333333,-24.896333333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118922,10,3,1999,64.504,-24.45766666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,118930,11,3,1999,64.35941666666666,-25.02591666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,128203,27,5,1999,62.93333333333333,-20.34166666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,128204,26,5,1999,62.975,-20.36666666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134367,15,10,1999,63.35108333333333,-13.00091666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134371,15,10,1999,63.97358333333333,-12.659749999999999,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134373,15,10,1999,63.96466666666665,-11.511249999999999,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134375,15,10,1999,64.16608333333333,-11.28316666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134415,15,10,1999,63.78883333333333,-12.67033333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,133619,30,5,1999,63.26666666666665,-16.9,NA
Pamela J. Woods,commercial,Iceland,27.5.a,133621,17,4,1999,63.08333333333333,-23.733333333333327,NA
Pamela J. Woods,commercial,Iceland,27.5.a,133627,31,5,1999,63.13333333333333,-21.06666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,133629,28,5,1999,63.066666666666656,-20.3,NA
Pamela J. Woods,commercial,Iceland,27.5.a,133647,28,5,1999,63.066666666666656,-20.3,NA
Pamela J. Woods,commercial,Iceland,27.5.a,133649,27,6,1999,63.03333333333333,-20.13333333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134132,4,10,1999,65.71424999999999,-27.4665,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134134,4,10,1999,65.65525,-27.5895,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134136,4,10,1999,65.59233333333333,-27.83375,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134138,4,10,1999,65.56400000000001,-28.11975,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134140,4,10,1999,65.53133333333334,-27.949833333333327,NA
Pamela J. Woods,commercial,Iceland,27.5.a,129652,23,5,1999,62.99166666666665,-20.21666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,130364,6,5,1999,63,-20.308333333333326,NA
Pamela J. Woods,commercial,Iceland,27.5.a,130365,8,5,1999,63,-23.96666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,130366,19,5,1999,63.075,-22.08333333333333,NA
Pamela J. Woods,commercial,Iceland,27.5.a,130367,20,5,1999,63.075,-21.91666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,130368,20,5,1999,63.091666666666654,-20.96666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,130370,22,5,1999,63.13333333333333,-20.16666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,132113,11,6,1999,62.95833333333333,-20.1625,NA
Pamela J. Woods,commercial,Iceland,27.5.a,132117,27,5,1999,62.95833333333333,-20.2,NA
Pamela J. Woods,commercial,Iceland,27.5.a,132119,19,5,1999,63.03333333333333,-22,NA
Pamela J. Woods,commercial,Iceland,27.5.a,132123,23,5,1999,62.83333333333333,-24.56666666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,132125,25,5,1999,63.03333333333333,-22.183333333333326,NA
Pamela J. Woods,commercial,Iceland,27.5.a,132127,31,5,1999,63.13333333333333,-21.66666666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134126,4,10,1999,65.23725,-27.512500000000003,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134128,4,10,1999,65.29408333333333,-27.480500000000003,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134130,4,10,1999,65.53616666666666,-27.31025,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134168,29,9,1999,63.52683333333333,-25.97991666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134173,5,10,1999,65.41708333333332,-27.97333333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134178,6,10,1999,65.76991666666666,-27.603083333333327,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134180,6,10,1999,65.7775,-27.44016666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134182,6,10,1999,65.86216666666667,-27.024833333333326,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134192,7,10,1999,66.22158333333333,-26.074666666666662,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134194,7,10,1999,66.49674999999999,-26.42016666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134293,6,10,1999,65.94333333333333,-27.06625,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134349,14,10,1999,64.07191666666667,-12.592916666666659,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134353,14,10,1999,64.01675,-13.022166666666658,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134357,14,10,1999,63.80841666666665,-13.10158333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134359,14,10,1999,63.718500000000006,-13.31875,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134361,15,10,1999,63.620000000000005,-13.374166666666659,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134363,15,10,1999,63.23633333333333,-13.253,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134365,15,10,1999,63.20208333333333,-13.01658333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,141042,20,3,2000,64.01666666666667,-13.329916666666659,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,140365,11,3,2000,66.76691666666666,-21.77566666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,140988,17,3,2000,64.32708333333333,-12.702,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,140296,16,3,2000,66.34066666666666,-19.61591666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,139647,5,2,2000,63.325,-16.6,NA
Pamela J. Woods,commercial,Iceland,27.5.a,139649,8,2,2000,63.300000000000004,-16.74166666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,140724,17,3,2000,65.20391666666666,-27.021749999999997,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,140698,19,3,2000,65.80416666666666,-26.696666666666662,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134081,30,9,1999,63.75333333333333,-26.475666666666662,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134083,30,9,1999,64.26716666666667,-26.887500000000003,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134085,1,10,1999,64.48725,-27.37266666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134087,1,10,1999,64.45133333333332,-27.50666666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134091,1,10,1999,64.84425,-27.66458333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134093,2,10,1999,64.68308333333333,-27.832833333333326,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,134095,2,10,1999,64.57516666666666,-28.05491666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135135,6,10,1999,64.11916666666666,-24.75,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135159,7,10,1999,65.23333333333333,-25.925833333333326,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135409,2,11,1999,63.665000000000006,-15.15583333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135411,2,11,1999,63.56758333333333,-15.25,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135115,5,10,1999,64.40833333333333,-22.8,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135119,5,10,1999,64.45416666666667,-23.12166666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135123,5,10,1999,63.97333333333333,-23.35583333333333,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135127,5,10,1999,63.816666666666656,-23.67,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135129,5,10,1999,63.86333333333333,-24.26666666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135131,5,10,1999,63.92916666666665,-24.21916666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135133,6,10,1999,64.23166666666667,-24.565833333333327,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135137,6,10,1999,64.2275,-25.26,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135139,6,10,1999,63.95583333333333,-25.24541666666666,NA
Pamela J. Woods,IAGS,Iceland,27.5.a,135141,6,10,1999,64.01075,-25.523500000000002,NA
