person,source,country,division,haul_id,day,month,year,lat,lon,depth
Pamela J. Woods,IFGS,Iceland,27.5.a,44637,10,3,1990,65.02658333333333,-27.10741666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,44750,12,3,1990,65.78641666666667,-26.70441666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,44749,12,3,1990,65.88916666666667,-26.73883333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,44748,12,3,1990,65.96724999999999,-26.80966666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,44702,17,3,1990,66.16841666666666,-26.16291666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,44747,12,3,1990,65.94883333333333,-26.50291666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,44984,9,3,1990,67.12025,-23.59141666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50780,16,3,1992,63.15833333333333,-21.122500000000002,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50781,16,3,1992,63.120000000000005,-21.11333333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50853,11,3,1992,64.19500000000001,-23.835833333333326,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50742,11,3,1992,63.733166666666655,-24.32766666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50745,12,3,1992,63.853666666666655,-24.26933333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50749,12,3,1992,63.35083333333333,-24.68166666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50750,12,3,1992,63.157166666666654,-24.93075,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50751,12,3,1992,63.0305,-24.39591666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50752,12,3,1992,63.138000000000005,-24.29375,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50821,8,3,1992,64.40166666666666,-26.387166666666662,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50822,8,3,1992,64.29625,-26.9185,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50823,8,3,1992,64.02583333333332,-26.71666666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50824,8,3,1992,63.912000000000006,-26.41883333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50828,8,3,1992,64.22033333333333,-25.28358333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50829,8,3,1992,64.33574999999999,-25.38741666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50832,9,3,1992,64.145,-24.960833333333326,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50839,9,3,1992,64.50941666666667,-24.441000000000003,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50820,8,3,1992,64.43166666666666,-26.228333333333328,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50609,7,3,1992,65.033,-27.09816666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,41627,16,3,1989,67.00274999999999,-22.90341666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,41379,13,3,1989,65.95625,-26.502083333333328,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,41375,13,3,1989,65.89816666666667,-26.739833333333326,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,41374,13,3,1989,65.98325,-26.79241666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,41373,13,3,1989,65.98625,-26.18166666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,41368,14,3,1989,66.16416666666666,-26.18216666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,41367,14,3,1989,66.19891666666666,-25.874833333333328,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,41366,14,3,1989,66.27891666666666,-25.85616666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50368,7,3,1992,63.70475,-14.70208333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50373,7,3,1992,63.77108333333333,-14.18916666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50404,11,3,1992,64.01375,-13.31308333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50406,11,3,1992,64.17108333333333,-11.839500000000001,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50409,11,3,1992,64.28458333333333,-11.7325,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48398,22,3,1991,66.37141666666666,-25.558583333333328,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48384,23,3,1991,66.57225,-25.15466666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48408,21,3,1991,65.94633333333333,-26.497500000000002,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48407,21,3,1991,65.97775,-26.79608333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48401,22,3,1991,66.19141666666667,-25.88391666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48400,22,3,1991,66.27733333333333,-25.858500000000003,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48399,22,3,1991,66.27908333333333,-25.773249999999997,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50418,11,3,1992,64.33425,-11.422500000000001,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50420,12,3,1992,64.281,-11.21841666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50426,12,3,1992,64.16441666666667,-11.45158333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50432,12,3,1992,63.94883333333333,-11.58491666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50433,12,3,1992,63.82941666666665,-11.87233333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50434,12,3,1992,63.799249999999994,-12.159333333333331,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50435,12,3,1992,63.725249999999996,-11.59633333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50437,13,3,1992,63.16858333333333,-12.24491666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48214,8,3,1991,65.03016666666666,-27.111,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50572,15,3,1992,66.12108333333333,-26.07291666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50579,15,3,1992,66.26858333333332,-25.77533333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50580,16,3,1992,66.28658333333333,-25.1215,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50586,16,3,1992,66.28224999999999,-25.84608333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50587,16,3,1992,66.37741666666666,-25.54741666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50589,16,3,1992,66.48441666666666,-25.289666666666662,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50563,14,3,1992,65.98483333333333,-26.78883333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48176,8,3,1991,64.01666666666667,-13.325000000000001,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48175,8,3,1991,64.06333333333333,-13.114749999999999,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50327,6,3,1992,63.54916666666666,-16.91008333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47948,6,3,1991,63.54083333333333,-16.908333333333328,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47938,7,3,1991,63.472500000000004,-15.711666666666659,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48036,18,3,1991,64.28150000000001,-11.64191666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48035,18,3,1991,64.16833333333334,-11.83783333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47809,15,3,1991,63.14858333333333,-21.15491666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47808,15,3,1991,63.121249999999996,-21.10241666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47807,15,3,1991,63.11883333333333,-20.829166666666662,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48054,16,3,1991,63.27733333333333,-19.824833333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48053,16,3,1991,63.3095,-19.75566666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48046,17,3,1991,63.802749999999996,-12.19316666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48045,17,3,1991,63.891000000000005,-11.86316666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48044,17,3,1991,63.734416666666654,-11.59391666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48043,17,3,1991,63.94541666666665,-11.586,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48040,17,3,1991,64.17041666666667,-11.45708333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,48039,17,3,1991,64.28341666666667,-11.21675,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47836,13,3,1991,63.13683333333333,-24.262,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47835,13,3,1991,63.202166666666656,-24.224,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47833,13,3,1991,63.16416666666665,-23.875249999999998,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47832,13,3,1991,63.24441666666665,-23.74116666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47831,13,3,1991,63.33241666666665,-23.352333333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47828,13,3,1991,63.22325,-22.756583333333328,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47827,13,3,1991,63.084,-22.242083333333326,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47823,14,3,1991,63.48366666666666,-22.21091666666666,NA
Pamela J. Woods,commercial,Iceland,27.5.a,48865,20,2,1991,63.875,-26.75,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47861,10,3,1991,64.29575,-26.93366666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47860,10,3,1991,64.03266666666666,-26.724500000000003,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47859,11,3,1991,63.888000000000005,-26.41525,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47855,11,3,1991,63.72016666666666,-24.8565,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47850,11,3,1991,63.933916666666654,-24.20766666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47840,12,3,1991,63.41541666666666,-24.66233333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47838,13,3,1991,63.15708333333333,-24.92258333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47837,13,3,1991,63.03191666666665,-24.38908333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47881,8,3,1991,64.57000000000001,-25.99966666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47880,8,3,1991,64.42866666666666,-26.2265,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,47879,8,3,1991,64.40675,-26.398500000000002,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50783,16,3,1992,63.1315,-20.58516666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50787,17,3,1992,63.28783333333333,-19.788916666666662,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50788,17,3,1992,63.213666666666654,-19.898583333333328,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50790,18,3,1992,63.337500000000006,-19.36083333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50757,13,3,1992,63.3425,-23.343333333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50758,13,3,1992,63.3725,-23.13833333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50759,13,3,1992,63.33191666666666,-22.69016666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,50760,13,3,1992,63.20583333333333,-22.73216666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39325,18,3,1988,66.2775,-25.767249999999997,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39324,18,3,1988,66.273,-25.88166666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39323,18,3,1988,66.38208333333333,-25.56075,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39135,11,3,1988,65.787,-26.68875,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39134,11,3,1988,65.88074999999999,-26.73566666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39133,11,3,1988,65.955,-26.49041666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39132,12,3,1988,65.85366666666667,-26.42066666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39143,10,3,1988,65.19833333333332,-27.023333333333326,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39142,11,3,1988,65.39966666666666,-27.00575,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40967,10,3,1989,64.28083333333333,-11.21608333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40966,10,3,1989,64.33666666666666,-11.43375,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40965,10,3,1989,64.27250000000001,-11.67308333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40964,10,3,1989,64.16816666666666,-11.825000000000001,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40962,10,3,1989,64.03433333333334,-11.33283333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,41272,11,3,1989,67.03616666666666,-15.20483333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40998,5,3,1989,63.566666666666656,-15.20833333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40995,5,3,1989,63.72025,-14.70216666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40994,5,3,1989,63.77416666666665,-14.18833333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40990,6,3,1989,64.019,-13.35558333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,41021,3,3,1989,64.55683333333333,-12.34508333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,41039,14,3,1989,63.53933333333333,-16.91141666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,41038,14,3,1989,63.521833333333326,-17.217583333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39256,11,3,1988,63.36058333333333,-25.76,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39255,11,3,1988,63.84225,-25.69025,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39252,11,3,1988,64.22591666666666,-25.26625,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39260,10,3,1988,64.39641666666667,-26.386583333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39257,11,3,1988,63.916166666666655,-26.453000000000003,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43592,10,3,1989,63.374416666666654,-23.137333333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39268,9,3,1988,64.88916666666667,-27.227583333333328,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39261,10,3,1988,64.43416666666666,-26.233,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43585,11,3,1989,63.17183333333333,-22.24716666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43584,11,3,1989,63.08383333333333,-22.23825,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40940,11,3,1989,63.125249999999994,-20.80266666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40939,11,3,1989,63.13033333333333,-20.55058333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43615,8,3,1989,64.21966666666667,-25.28616666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43607,9,3,1989,63.86008333333333,-24.276333333333326,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43603,9,3,1989,63.77116666666665,-24.430333333333326,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43601,9,3,1989,63.35416666666666,-24.69316666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43600,10,3,1989,63.15983333333333,-24.91816666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43599,10,3,1989,63.02966666666666,-24.39291666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43598,10,3,1989,63.13808333333333,-24.265333333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43595,10,3,1989,63.16758333333333,-23.868833333333328,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43594,10,3,1989,63.25308333333333,-23.71616666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43593,10,3,1989,63.33108333333333,-23.336583333333326,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43626,7,3,1989,63.72483333333333,-24.89775,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43624,7,3,1989,63.844249999999995,-25.68383333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43620,7,3,1989,64.04441666666666,-26.724333333333327,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43619,7,3,1989,64.27166666666666,-26.91225,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43618,8,3,1989,64.39916666666666,-26.39316666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43616,8,3,1989,64.3405,-25.40783333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38882,16,3,1988,64.33558333333333,-11.374,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38896,14,3,1988,63.45625,-11.70133333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38895,15,3,1988,63.179,-12.25433333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38893,15,3,1988,63.093500000000006,-11.28083333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38892,15,3,1988,63.23983333333333,-10.77091666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38887,16,3,1988,64.03633333333333,-11.32808333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38886,16,3,1988,64.1075,-10.60775,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38903,14,3,1988,64.29308333333333,-11.659916666666659,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38902,14,3,1988,64.16191666666666,-11.464666666666659,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38901,14,3,1988,64.16391666666667,-11.823749999999999,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38900,14,3,1988,63.943000000000005,-11.561666666666659,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38899,14,3,1988,63.82858333333333,-11.913666666666659,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38898,14,3,1988,63.80066666666666,-12.17933333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38922,10,3,1988,64.01825,-13.30158333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38921,10,3,1988,64.055,-13.11466666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38920,10,3,1988,64.13725,-12.92658333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,43651,4,3,1989,64.93141666666666,-27.22591666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40961,11,3,1989,63.941666666666656,-11.305416666666659,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40959,11,3,1989,63.88333333333333,-11.85833333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40958,11,3,1989,63.80108333333333,-12.19383333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40957,11,3,1989,63.734416666666654,-11.583083333333331,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40955,11,3,1989,63.16975,-12.293166666666659,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40954,11,3,1989,63.228666666666655,-11.65058333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40951,12,3,1989,63.52233333333333,-11.00625,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40947,12,3,1989,64.26774999999999,-11.07791666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40946,12,3,1989,64.3275,-11.086,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,40981,7,3,1989,64.16033333333333,-12.852500000000001,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38929,10,3,1988,63.9515,-14.00708333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38931,9,3,1988,63.70508333333333,-14.68083333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,38930,9,3,1988,63.77208333333333,-14.18841666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39452,19,3,1988,63.24766666666665,-21.796,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39450,20,3,1988,63.085666666666654,-22.25291666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39448,20,3,1988,63.11641666666665,-21.07925,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39447,20,3,1988,63.25233333333333,-21.24558333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39443,20,3,1988,63.12516666666666,-20.83108333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39463,18,3,1988,63.3355,-23.350666666666662,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39462,18,3,1988,63.36683333333333,-23.125583333333328,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39223,17,3,1988,64.20391666666666,-23.64875,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39216,18,3,1988,63.25033333333333,-23.99891666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39215,18,3,1988,63.158249999999995,-23.88758333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39236,13,3,1988,63.729916666666654,-24.9115,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39235,13,3,1988,63.41541666666666,-24.67175,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,39232,13,3,1988,63.02858333333333,-24.39425,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,31865,9,3,1986,64.296,-26.93766666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,31864,9,3,1986,64.03191666666666,-26.724500000000003,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32108,9,3,1986,64.33708333333333,-25.39216666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32077,14,3,1986,63.85616666666665,-24.26816666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32076,14,3,1986,63.77358333333333,-24.432083333333328,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32074,14,3,1986,63.361083333333326,-25.76333333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32073,14,3,1986,63.41775,-24.660249999999998,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32072,14,3,1986,63.35575,-24.69125,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32070,15,3,1986,62.81108333333333,-24.78358333333333,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32069,15,3,1986,63.02708333333333,-24.40141666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32068,15,3,1986,63.14075,-24.27425,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32065,15,3,1986,63.15875,-23.87941666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32064,15,3,1986,63.25333333333333,-23.71466666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32063,15,3,1986,63.33325,-23.34575,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32062,15,3,1986,63.38033333333333,-23.131249999999998,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32055,16,3,1986,63.21941666666665,-22.743583333333326,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32054,16,3,1986,63.0825,-22.22891666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32053,16,3,1986,63.15808333333333,-22.18816666666666,NA
Pamela J. Woods,IFGS,Iceland,27.5.a,32050,16,3,1986,63.15641666666666,-21.162583333333327,NA
