source,country,division,year,quarter,length_cm,n_1000s
IFGS,Iceland,27.5.a,2011,1,24,0.005213114754098361
IFGS,Iceland,27.5.a,2011,1,27,0.0104262295081967
IFGS,Iceland,27.5.a,2011,1,28,0.005213114754098361
IFGS,Iceland,27.5.a,2011,1,29,0.005213114754098361
IFGS,Iceland,27.5.a,2011,1,30,0.0104262295081967
IFGS,Iceland,27.5.a,2011,1,31,0.015639344262295102
IFGS,Iceland,27.5.a,2011,1,32,0.005213114754098361
IFGS,Iceland,27.5.a,2011,1,33,0.015639344262295102
IFGS,Iceland,27.5.a,2011,1,34,0.031278688524590204
IFGS,Iceland,27.5.a,2011,1,34,0.0104262295081967
IFGS,Iceland,27.5.a,2011,1,34,0.021107692307692303
IFGS,Iceland,27.5.a,2011,1,37,0.0105538461538462
IFGS,Iceland,27.5.a,2011,1,38,0.0105538461538462
IFGS,Iceland,27.5.a,2011,1,38,0.0105538461538462
IFGS,Iceland,27.5.a,2011,1,39,0.0105538461538462
IFGS,Iceland,27.5.a,2011,1,40,0.0316615384615385
IFGS,Iceland,27.5.a,2011,1,41,0.0527692307692308
IFGS,Iceland,27.5.a,2011,1,42,0.09498461538461539
IFGS,Iceland,27.5.a,2011,1,42,0.021107692307692303
IFGS,Iceland,27.5.a,2011,1,43,0.09498461538461539
IFGS,Iceland,27.5.a,2011,1,44,0.08443076923076921
IFGS,Iceland,27.5.a,2011,1,45,0.0633230769230769
IFGS,Iceland,27.5.a,2011,1,46,0.07387692307692309
IFGS,Iceland,27.5.a,2011,1,47,0.042215384615384606
IFGS,Iceland,27.5.a,2011,1,47,0.0105538461538462
IFGS,Iceland,27.5.a,2011,1,48,0.042215384615384606
IFGS,Iceland,27.5.a,2011,1,49,0.0105538461538462
IFGS,Iceland,27.5.a,2011,1,12,0.001703125
IFGS,Iceland,27.5.a,2011,1,14,0.008515625
IFGS,Iceland,27.5.a,2011,1,15,0.0204375
IFGS,Iceland,27.5.a,2011,1,16,0.03065625
IFGS,Iceland,27.5.a,2011,1,17,0.0204375
IFGS,Iceland,27.5.a,2011,1,18,0.013625
IFGS,Iceland,27.5.a,2011,1,19,0.0068125
IFGS,Iceland,27.5.a,2011,1,20,0.00340625
IFGS,Iceland,27.5.a,2011,1,20,0.001703125
IFGS,Iceland,27.5.a,2011,1,21,0.001703125
IFGS,Iceland,27.5.a,2011,1,35,0.0260655737704918
IFGS,Iceland,27.5.a,2011,1,35,0.005213114754098361
IFGS,Iceland,27.5.a,2011,1,36,0.0469180327868852
IFGS,Iceland,27.5.a,2011,1,37,0.057344262295082
IFGS,Iceland,27.5.a,2011,1,37,0.005213114754098361
IFGS,Iceland,27.5.a,2011,1,37,0.005213114754098361
IFGS,Iceland,27.5.a,2011,1,38,0.0990491803278689
IFGS,Iceland,27.5.a,2011,1,39,0.0469180327868852
IFGS,Iceland,27.5.a,2011,1,39,0.005213114754098361
IFGS,Iceland,27.5.a,2011,1,40,0.0886229508196721
IFGS,Iceland,27.5.a,2011,1,40,0.015639344262295102
IFGS,Iceland,27.5.a,2011,1,41,0.0208524590163934
IFGS,Iceland,27.5.a,2011,1,42,0.04170491803278689
IFGS,Iceland,27.5.a,2011,1,43,0.031278688524590204
IFGS,Iceland,27.5.a,2011,1,43,0.005213114754098361
IFGS,Iceland,27.5.a,2011,1,44,0.0104262295081967
IFGS,Iceland,27.5.a,2011,1,46,0.005213114754098361
IFGS,Iceland,27.5.a,2011,1,52,0.005213114754098361
IFGS,Iceland,27.5.a,2011,1,11,0.002
IFGS,Iceland,27.5.a,2011,1,12,0.002
IFGS,Iceland,27.5.a,2011,1,13,0.009000000000000001
IFGS,Iceland,27.5.a,2011,1,34,0.001
IFGS,Iceland,27.5.a,2011,1,36,0.002
IFGS,Iceland,27.5.a,2011,1,38,0.002
IFGS,Iceland,27.5.a,2011,1,40,0.002
IFGS,Iceland,27.5.a,2011,1,43,0.001
IFGS,Iceland,27.5.a,2011,1,37,0.001
IFGS,Iceland,27.5.a,2011,1,37,0.001
IFGS,Iceland,27.5.a,2011,1,39,0.001
IFGS,Iceland,27.5.a,2011,1,40,0.003
IFGS,Iceland,27.5.a,2011,1,41,0.001
IFGS,Iceland,27.5.a,2011,1,42,0.005
IFGS,Iceland,27.5.a,2011,1,43,0.001
IFGS,Iceland,27.5.a,2011,1,44,0.006
IFGS,Iceland,27.5.a,2011,1,45,0.003
IFGS,Iceland,27.5.a,2011,1,46,0.002
IFGS,Iceland,27.5.a,2011,1,31,0.001
IFGS,Iceland,27.5.a,2011,1,38,0.001
IFGS,Iceland,27.5.a,2011,1,39,0.001
IFGS,Iceland,27.5.a,2011,1,40,0.001
IFGS,Iceland,27.5.a,2011,1,41,0.002
IFGS,Iceland,27.5.a,2013,1,12,0.001
IFGS,Iceland,27.5.a,2013,1,16,0.001
IFGS,Iceland,27.5.a,2013,1,37,0.001
IFGS,Iceland,27.5.a,2013,1,33,0.001
IFGS,Iceland,27.5.a,2013,1,12,0.001
IFGS,Iceland,27.5.a,2013,1,13,0.001
IFGS,Iceland,27.5.a,2014,1,21,0.001
IFGS,Iceland,27.5.a,2014,1,16,0.001
IFGS,Iceland,27.5.a,2014,1,17,0.001
IFGS,Iceland,27.5.a,2014,1,25,0.004
IFGS,Iceland,27.5.a,2014,1,13,0.001
IFGS,Iceland,27.5.a,2014,1,19,0.004
IFGS,Iceland,27.5.a,2014,1,26,0.002
IFGS,Iceland,27.5.a,2014,1,27,0.003
IFGS,Iceland,27.5.a,2014,1,24,0.001
IFGS,Iceland,27.5.a,2014,1,17,0.001
IFGS,Iceland,27.5.a,2014,1,22,0.001
IFGS,Iceland,27.5.a,2014,1,28,0.003
IFGS,Iceland,27.5.a,2014,1,18,0.002
IFGS,Iceland,27.5.a,2014,1,24,0.003
IFGS,Iceland,27.5.a,2014,1,34,0.001
IFGS,Iceland,27.5.a,2014,1,29,0.002
IFGS,Iceland,27.5.a,2014,1,23,0.002
IFGS,Iceland,27.5.a,2014,1,11,0.001
IFGS,Iceland,27.5.a,2014,1,30,0.001
IFGS,Iceland,27.5.a,2014,1,12,0.001
IFGS,Iceland,27.5.a,2014,1,18,0.001
IFGS,Iceland,27.5.a,2014,1,25,0.001
IFGS,Iceland,27.5.a,2014,1,12,0.004
IFGS,Iceland,27.5.a,2014,1,11,0.003
IFGS,Iceland,27.5.a,2014,1,20,0.001
IFGS,Iceland,27.5.a,2012,1,11,0.001
IFGS,Iceland,27.5.a,2012,1,35,0.002
IFGS,Iceland,27.5.a,2012,1,37,0.003
IFGS,Iceland,27.5.a,2012,1,38,0.003
IFGS,Iceland,27.5.a,2012,1,39,0.003
IFGS,Iceland,27.5.a,2012,1,40,0.005
IFGS,Iceland,27.5.a,2012,1,40,0.001
IFGS,Iceland,27.5.a,2012,1,41,0.012
IFGS,Iceland,27.5.a,2012,1,42,0.01
IFGS,Iceland,27.5.a,2012,1,43,0.009000000000000001
IFGS,Iceland,27.5.a,2012,1,43,0.001
IFGS,Iceland,27.5.a,2012,1,44,0.004
IFGS,Iceland,27.5.a,2012,1,45,0.002
IFGS,Iceland,27.5.a,2012,1,28,0.001
IFGS,Iceland,27.5.a,2012,1,31,0.001
IFGS,Iceland,27.5.a,2012,1,34,0.001
IFGS,Iceland,27.5.a,2012,1,35,0.003
IFGS,Iceland,27.5.a,2012,1,36,0.006
IFGS,Iceland,27.5.a,2012,1,37,0.003
IFGS,Iceland,27.5.a,2012,1,38,0.002
IFGS,Iceland,27.5.a,2012,1,39,0.001
IFGS,Iceland,27.5.a,2012,1,40,0.003
IFGS,Iceland,27.5.a,2012,1,41,0.002
IFGS,Iceland,27.5.a,2012,1,42,0.004
IFGS,Iceland,27.5.a,2012,1,44,0.001
IFGS,Iceland,27.5.a,2012,1,15,0.001
IFGS,Iceland,27.5.a,2012,1,16,0.001
IFGS,Iceland,27.5.a,2012,1,19,0.001
IFGS,Iceland,27.5.a,2012,1,20,0.001
IFGS,Iceland,27.5.a,2012,1,21,0.001
IFGS,Iceland,27.5.a,2012,1,22,0.001
IFGS,Iceland,27.5.a,2012,1,23,0.001
IFGS,Iceland,27.5.a,2012,1,19,0.001
IFGS,Iceland,27.5.a,2012,1,22,0.001
IFGS,Iceland,27.5.a,2012,1,23,0.001
IFGS,Iceland,27.5.a,2012,1,23,0.001
IAGS,Iceland,27.5.a,2012,3,41,0.001
IAGS,Iceland,27.5.a,2012,3,39,0.001
IAGS,Iceland,27.5.a,2012,3,20,0.001
IAGS,Iceland,27.5.a,2012,3,32,0.004852941176470588
IAGS,Iceland,27.5.a,2012,3,33,0.006470588235294117
IAGS,Iceland,27.5.a,2012,3,34,0.008088235294117648
IAGS,Iceland,27.5.a,2012,3,34,0.001617647058823529
IAGS,Iceland,27.5.a,2012,3,35,0.008088235294117648
IAGS,Iceland,27.5.a,2012,3,36,0.003235294117647058
IAGS,Iceland,27.5.a,2012,3,36,0.003235294117647058
IAGS,Iceland,27.5.a,2012,3,37,0.004852941176470588
IAGS,Iceland,27.5.a,2012,3,38,0.008088235294117648
IAGS,Iceland,27.5.a,2012,3,39,0.003235294117647058
IAGS,Iceland,27.5.a,2012,3,40,0.001617647058823529
IAGS,Iceland,27.5.a,2012,3,41,0.001617647058823529
IAGS,Iceland,27.5.a,2012,3,16,0.001
IAGS,Iceland,27.5.a,2012,3,18,0.001
IAGS,Iceland,27.5.a,2012,3,18,0.001
IAGS,Iceland,27.5.a,2012,3,19,0.001
IAGS,Iceland,27.5.a,2012,3,20,0.001
IAGS,Iceland,27.5.a,2012,3,21,0.001
IAGS,Iceland,27.5.a,2012,3,35,0.001
IAGS,Iceland,27.5.a,2012,3,38,0.002
IAGS,Iceland,27.5.a,2012,3,39,0.003
IAGS,Iceland,27.5.a,2012,3,40,0.001
IAGS,Iceland,27.5.a,2012,3,41,0.001
IAGS,Iceland,27.5.a,2012,3,41,0.001
IAGS,Iceland,27.5.a,2012,3,41,0.001
IAGS,Iceland,27.5.a,2012,3,42,0.004
IAGS,Iceland,27.5.a,2012,3,43,0.001
IAGS,Iceland,27.5.a,2012,3,44,0.004
IAGS,Iceland,27.5.a,2012,3,20,0.001
IAGS,Iceland,27.5.a,2012,3,33,0.001
IAGS,Iceland,27.5.a,2012,3,34,0.001
IAGS,Iceland,27.5.a,2012,3,35,0.001
IAGS,Iceland,27.5.a,2012,3,36,0.001
IAGS,Iceland,27.5.a,2012,3,38,0.001
IAGS,Iceland,27.5.a,2012,3,38,0.001
IAGS,Iceland,27.5.a,2012,3,39,0.001
IAGS,Iceland,27.5.a,2012,3,42,0.001
IAGS,Iceland,27.5.a,2012,3,42,0.001
IAGS,Iceland,27.5.a,2012,3,43,0.001
IAGS,Iceland,27.5.a,2012,3,43,0.001
IAGS,Iceland,27.5.a,2012,3,19,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,23,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,25,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,28,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,13,0.001
IAGS,Iceland,27.5.a,2012,3,14,0.001
IAGS,Iceland,27.5.a,2012,3,12,0.005
IAGS,Iceland,27.5.a,2012,3,13,0.006
IAGS,Iceland,27.5.a,2012,3,14,0.007
IAGS,Iceland,27.5.a,2012,3,20,0.001
IAGS,Iceland,27.5.a,2012,3,23,0.003
IAGS,Iceland,27.5.a,2012,3,24,0.003
IAGS,Iceland,27.5.a,2012,3,25,0.005
IAGS,Iceland,27.5.a,2012,3,26,0.005
IAGS,Iceland,27.5.a,2012,3,27,0.009000000000000001
IAGS,Iceland,27.5.a,2012,3,28,0.011000000000000001
IAGS,Iceland,27.5.a,2012,3,29,0.014
IAGS,Iceland,27.5.a,2012,3,29,0.001
IAGS,Iceland,27.5.a,2012,3,30,0.017
IAGS,Iceland,27.5.a,2012,3,31,0.018000000000000002
IAGS,Iceland,27.5.a,2012,3,31,0.001
IAGS,Iceland,27.5.a,2012,3,42,0.001
IAGS,Iceland,27.5.a,2012,3,44,0.001
IAGS,Iceland,27.5.a,2012,3,45,0.001
IAGS,Iceland,27.5.a,2012,3,46,0.003
IAGS,Iceland,27.5.a,2012,3,46,0.001
IAGS,Iceland,27.5.a,2012,3,47,0.002
IAGS,Iceland,27.5.a,2012,3,48,0.001
IAGS,Iceland,27.5.a,2012,3,49,0.001
IAGS,Iceland,27.5.a,2012,3,51,0.001
IAGS,Iceland,27.5.a,2012,3,53,0.002
IAGS,Iceland,27.5.a,2012,3,53,0.001
IAGS,Iceland,27.5.a,2012,3,54,0.002
IAGS,Iceland,27.5.a,2012,3,54,0.002
IAGS,Iceland,27.5.a,2012,3,29,0.0054333333333333326
IAGS,Iceland,27.5.a,2012,3,31,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,31,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,32,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,33,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,34,0.013583333333333301
IAGS,Iceland,27.5.a,2012,3,35,0.010866666666666702
IAGS,Iceland,27.5.a,2012,3,35,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,36,0.02445
IAGS,Iceland,27.5.a,2012,3,36,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,36,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,37,0.02445
IAGS,Iceland,27.5.a,2012,3,37,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,38,0.0353166666666667
IAGS,Iceland,27.5.a,2012,3,38,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,39,0.0298833333333333
IAGS,Iceland,27.5.a,2012,3,39,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,40,0.019016666666666703
IAGS,Iceland,27.5.a,2012,3,40,0.0054333333333333326
IAGS,Iceland,27.5.a,2012,3,41,0.04075
IAGS,Iceland,27.5.a,2012,3,42,0.032600000000000004
IAGS,Iceland,27.5.a,2012,3,42,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,29,0.001
IAGS,Iceland,27.5.a,2012,3,34,0.001
IAGS,Iceland,27.5.a,2012,3,35,0.004
IAGS,Iceland,27.5.a,2012,3,36,0.003
IAGS,Iceland,27.5.a,2012,3,37,0.003
IAGS,Iceland,27.5.a,2012,3,37,0.001
IAGS,Iceland,27.5.a,2012,3,38,0.004
IAGS,Iceland,27.5.a,2012,3,39,0.007
IAGS,Iceland,27.5.a,2012,3,40,0.001
IAGS,Iceland,27.5.a,2012,3,40,0.002
IAGS,Iceland,27.5.a,2012,3,41,0.001
IAGS,Iceland,27.5.a,2012,3,41,0.001
IAGS,Iceland,27.5.a,2012,3,42,0.004
IAGS,Iceland,27.5.a,2012,3,43,0.001
IAGS,Iceland,27.5.a,2012,3,16,0.002
IAGS,Iceland,27.5.a,2012,3,18,0.001
IAGS,Iceland,27.5.a,2012,3,31,0.001
IAGS,Iceland,27.5.a,2012,3,32,0.008
IAGS,Iceland,27.5.a,2012,3,33,0.006
IAGS,Iceland,27.5.a,2012,3,33,0.001
IAGS,Iceland,27.5.a,2012,3,34,0.006
IAGS,Iceland,27.5.a,2012,3,35,0.002
IAGS,Iceland,27.5.a,2012,3,36,0.002
IAGS,Iceland,27.5.a,2012,3,38,0.001
IAGS,Iceland,27.5.a,2012,3,38,0.001
IAGS,Iceland,27.5.a,2012,3,45,0.001
IAGS,Iceland,27.5.a,2012,3,43,0.021733333333333302
IAGS,Iceland,27.5.a,2012,3,43,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,44,0.010866666666666702
IAGS,Iceland,27.5.a,2012,3,45,0.0054333333333333326
IAGS,Iceland,27.5.a,2012,3,45,0.0027166666666666663
IAGS,Iceland,27.5.a,2012,3,34,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,35,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,36,0.008853658536585365
IAGS,Iceland,27.5.a,2012,3,37,0.008853658536585365
IAGS,Iceland,27.5.a,2012,3,37,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,38,0.011804878048780502
IAGS,Iceland,27.5.a,2012,3,39,0.0324634146341463
IAGS,Iceland,27.5.a,2012,3,40,0.020658536585365903
IAGS,Iceland,27.5.a,2012,3,40,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,41,0.0265609756097561
IAGS,Iceland,27.5.a,2012,3,41,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,41,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,42,0.0265609756097561
IAGS,Iceland,27.5.a,2012,3,43,0.0265609756097561
IAGS,Iceland,27.5.a,2012,3,44,0.008853658536585365
IAGS,Iceland,27.5.a,2012,3,45,0.0147560975609756
IAGS,Iceland,27.5.a,2012,3,45,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,46,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,47,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,47,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,48,0.008853658536585365
IAGS,Iceland,27.5.a,2012,3,49,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,50,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,51,0.005902439024390244
IAGS,Iceland,27.5.a,2012,3,52,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,52,0.0029512195121951215
IAGS,Iceland,27.5.a,2012,3,14,0.001
IAGS,Iceland,27.5.a,2012,3,15,0.001
IAGS,Iceland,27.5.a,2012,3,17,0.001
IAGS,Iceland,27.5.a,2012,3,18,0.001
IAGS,Iceland,27.5.a,2012,3,39,0.001
IAGS,Iceland,27.5.a,2012,3,42,0.001
IAGS,Iceland,27.5.a,2012,3,24,0.001
IAGS,Iceland,27.5.a,2012,3,29,0.002372881355932203
IAGS,Iceland,27.5.a,2012,3,30,0.002372881355932203
IAGS,Iceland,27.5.a,2012,3,31,0.002372881355932203
IAGS,Iceland,27.5.a,2012,3,32,0.0047457627118644066
IAGS,Iceland,27.5.a,2012,3,33,0.002372881355932203
IAGS,Iceland,27.5.a,2012,3,34,0.011864406779661
IAGS,Iceland,27.5.a,2012,3,35,0.011864406779661
IAGS,Iceland,27.5.a,2012,3,36,0.018983050847457602
IAGS,Iceland,27.5.a,2012,3,37,0.021355932203389803
IAGS,Iceland,27.5.a,2012,3,37,0.002372881355932203
IAGS,Iceland,27.5.a,2012,3,37,0.002372881355932203
IAGS,Iceland,27.5.a,2012,3,38,0.016610169491525398
IAGS,Iceland,27.5.a,2012,3,38,0.002372881355932203
IAGS,Iceland,27.5.a,2012,3,39,0.016610169491525398
IAGS,Iceland,27.5.a,2012,3,39,0.002372881355932203
IAGS,Iceland,27.5.a,2012,3,40,0.009491525423728813
IAGS,Iceland,27.5.a,2012,3,41,0.0047457627118644066
IAGS,Iceland,27.5.a,2012,3,42,0.002372881355932203
IAGS,Iceland,27.5.a,2012,3,44,0.002372881355932203
IAGS,Iceland,27.5.a,2012,3,35,0.001
IAGS,Iceland,27.5.a,2012,3,35,0.001
IAGS,Iceland,27.5.a,2012,3,37,0.001
IAGS,Iceland,27.5.a,2012,3,39,0.004
IAGS,Iceland,27.5.a,2012,3,40,0.003
IAGS,Iceland,27.5.a,2012,3,41,0.004
IAGS,Iceland,27.5.a,2012,3,41,0.001
IAGS,Iceland,27.5.a,2012,3,41,0.001
IAGS,Iceland,27.5.a,2012,3,41,0.001
IAGS,Iceland,27.5.a,2012,3,42,0.006
IAGS,Iceland,27.5.a,2012,3,42,0.001
IAGS,Iceland,27.5.a,2012,3,43,0.001
IAGS,Iceland,27.5.a,2012,3,45,0.003
IAGS,Iceland,27.5.a,2012,3,31,0.0038039215686274503
IAGS,Iceland,27.5.a,2012,3,32,0.0076078431372549014
IAGS,Iceland,27.5.a,2012,3,33,0.0038039215686274503
IAGS,Iceland,27.5.a,2012,3,34,0.0190196078431373
IAGS,Iceland,27.5.a,2012,3,34,0.0038039215686274503
IAGS,Iceland,27.5.a,2012,3,35,0.041843137254902
IAGS,Iceland,27.5.a,2012,3,35,0.0038039215686274503
IAGS,Iceland,27.5.a,2012,3,36,0.0190196078431373
IAGS,Iceland,27.5.a,2012,3,36,0.0076078431372549014
IAGS,Iceland,27.5.a,2012,3,36,0.0076078431372549014
IAGS,Iceland,27.5.a,2012,3,37,0.026627450980392202
IAGS,Iceland,27.5.a,2012,3,38,0.0190196078431373
IAGS,Iceland,27.5.a,2012,3,39,0.0114117647058824
IAGS,Iceland,27.5.a,2012,3,39,0.0038039215686274503
IAGS,Iceland,27.5.a,2012,3,40,0.0038039215686274503
IAGS,Iceland,27.5.a,2012,3,41,0.0076078431372549014
IAGS,Iceland,27.5.a,2012,3,42,0.0038039215686274503
IAGS,Iceland,27.5.a,2012,3,38,0.001
IAGS,Iceland,27.5.a,2012,3,39,0.001
IAGS,Iceland,27.5.a,2012,3,40,0.005
IAGS,Iceland,27.5.a,2012,3,41,0.004
IAGS,Iceland,27.5.a,2012,3,42,0.007
IAGS,Iceland,27.5.a,2012,3,42,0.001
IAGS,Iceland,27.5.a,2012,3,43,0.002
IAGS,Iceland,27.5.a,2012,3,43,0.002
IAGS,Iceland,27.5.a,2012,3,44,0.003
IAGS,Iceland,27.5.a,2012,3,45,0.001
IAGS,Iceland,27.5.a,2012,3,45,0.001
IAGS,Iceland,27.5.a,2012,3,45,0.001
IAGS,Iceland,27.5.a,2012,3,23,0.001
IAGS,Iceland,27.5.a,2012,3,23,0.001
IAGS,Iceland,27.5.a,2012,3,24,0.001
IAGS,Iceland,27.5.a,2012,3,24,0.001
IAGS,Iceland,27.5.a,2012,3,26,0.001
IAGS,Iceland,27.5.a,2012,3,27,0.001
IAGS,Iceland,27.5.a,2012,3,28,0.001
IAGS,Iceland,27.5.a,2012,3,30,0.001
IAGS,Iceland,27.5.a,2012,3,33,0.001
IAGS,Iceland,27.5.a,2012,3,36,0.002
IAGS,Iceland,27.5.a,2012,3,37,0.005
IAGS,Iceland,27.5.a,2012,3,38,0.002
IAGS,Iceland,27.5.a,2012,3,39,0.003
IAGS,Iceland,27.5.a,2012,3,41,0.002
IAGS,Iceland,27.5.a,2012,3,42,0.001
IAGS,Iceland,27.5.a,2012,3,42,0.001
IAGS,Iceland,27.5.a,2012,3,43,0.002
IAGS,Iceland,27.5.a,2012,3,44,0.001
IAGS,Iceland,27.5.a,2012,3,44,0.001
IAGS,Iceland,27.5.a,2012,3,45,0.001
IAGS,Iceland,27.5.a,2012,3,48,0.001
IAGS,Iceland,27.5.a,2012,3,48,0.001
IAGS,Iceland,27.5.a,2012,4,10,0.002571428571428571
IAGS,Iceland,27.5.a,2012,4,10,0.0012857142857142852
IAGS,Iceland,27.5.a,2012,4,12,0.002571428571428571
IAGS,Iceland,27.5.a,2012,4,21,0.0012857142857142852
IAGS,Iceland,27.5.a,2012,4,21,0.0012857142857142852
IAGS,Iceland,27.5.a,2012,3,40,0.0013499999999999999
IAGS,Iceland,27.5.a,2012,3,41,0.00405
IAGS,Iceland,27.5.a,2012,3,42,0.00945
IAGS,Iceland,27.5.a,2012,3,43,0.0054
IAGS,Iceland,27.5.a,2012,3,43,0.0013499999999999999
IAGS,Iceland,27.5.a,2012,3,43,0.0013499999999999999
IAGS,Iceland,27.5.a,2012,3,44,0.00675
IAGS,Iceland,27.5.a,2012,3,45,0.0054
IAGS,Iceland,27.5.a,2012,3,46,0.00675
IAGS,Iceland,27.5.a,2012,3,46,0.0013499999999999999
IAGS,Iceland,27.5.a,2012,3,47,0.00405
IAGS,Iceland,27.5.a,2012,3,47,0.0013499999999999999
IAGS,Iceland,27.5.a,2012,3,48,0.0013499999999999999
IAGS,Iceland,27.5.a,2012,3,49,0.0027
IAGS,Iceland,27.5.a,2012,3,49,0.0013499999999999999
IAGS,Iceland,27.5.a,2012,3,37,0.001821428571428571
IAGS,Iceland,27.5.a,2012,3,38,0.005464285714285714
IAGS,Iceland,27.5.a,2012,3,39,0.003642857142857142
IAGS,Iceland,27.5.a,2012,3,39,0.001821428571428571
IAGS,Iceland,27.5.a,2012,3,39,0.001821428571428571
IAGS,Iceland,27.5.a,2012,3,40,0.005464285714285714
IAGS,Iceland,27.5.a,2012,3,41,0.0163928571428571
IAGS,Iceland,27.5.a,2012,3,42,0.0182142857142857
IAGS,Iceland,27.5.a,2012,3,43,0.0218571428571429
IAGS,Iceland,27.5.a,2012,3,43,0.001821428571428571
IAGS,Iceland,27.5.a,2012,3,44,0.005464285714285714
IAGS,Iceland,27.5.a,2012,3,44,0.001821428571428571
IAGS,Iceland,27.5.a,2012,3,45,0.005464285714285714
IAGS,Iceland,27.5.a,2012,3,45,0.001821428571428571
IAGS,Iceland,27.5.a,2012,3,46,0.003642857142857142
IAGS,Iceland,27.5.a,2012,3,48,0.003642857142857142
IAGS,Iceland,27.5.a,2012,3,50,0.001821428571428571
IAGS,Iceland,27.5.a,2012,3,12,0.001
IAGS,Iceland,27.5.a,2012,3,15,0.001
IAGS,Iceland,27.5.a,2012,3,17,0.001
IAGS,Iceland,27.5.a,2012,3,20,0.001
IAGS,Iceland,27.5.a,2012,3,34,0.001
IAGS,Iceland,27.5.a,2012,3,35,0.001
IAGS,Iceland,27.5.a,2012,3,36,0.004
IAGS,Iceland,27.5.a,2012,3,37,0.003
IAGS,Iceland,27.5.a,2012,3,37,0.001
IAGS,Iceland,27.5.a,2012,3,38,0.001
IAGS,Iceland,27.5.a,2012,3,39,0.002
IAGS,Iceland,27.5.a,2012,3,39,0.001
IAGS,Iceland,27.5.a,2012,3,39,0.001
IAGS,Iceland,27.5.a,2012,3,40,0.003
IAGS,Iceland,27.5.a,2012,3,40,0.001
IAGS,Iceland,27.5.a,2012,3,41,0.002
IAGS,Iceland,27.5.a,2012,3,42,0.004
IAGS,Iceland,27.5.a,2012,3,44,0.001
IAGS,Iceland,27.5.a,2012,3,45,0.003
IAGS,Iceland,27.5.a,2012,3,46,0.001
IAGS,Iceland,27.5.a,2012,3,47,0.002
IAGS,Iceland,27.5.a,2012,3,12,0.001
IAGS,Iceland,27.5.a,2012,3,24,0.001
IAGS,Iceland,27.5.a,2012,3,41,0.001
IAGS,Iceland,27.5.a,2012,3,43,0.001
IAGS,Iceland,27.5.a,2012,3,43,0.001
IAGS,Iceland,27.5.a,2012,3,44,0.002
IAGS,Iceland,27.5.a,2012,3,45,0.001
IAGS,Iceland,27.5.a,2012,3,45,0.001
IAGS,Iceland,27.5.a,2012,3,46,0.003
IAGS,Iceland,27.5.a,2012,3,47,0.003
IAGS,Iceland,27.5.a,2012,3,48,0.003
IAGS,Iceland,27.5.a,2012,3,49,0.004
IAGS,Iceland,27.5.a,2012,3,49,0.001
IAGS,Iceland,27.5.a,2012,3,49,0.001
IAGS,Iceland,27.5.a,2012,3,50,0.005
IAGS,Iceland,27.5.a,2012,3,51,0.006
IAGS,Iceland,27.5.a,2012,3,52,0.001
IAGS,Iceland,27.5.a,2012,3,53,0.003
IAGS,Iceland,27.5.a,2012,3,54,0.002
IAGS,Iceland,27.5.a,2012,3,54,0.001
IAGS,Iceland,27.5.a,2012,3,20,0.001
IAGS,Iceland,27.5.a,2012,3,23,0.003
IAGS,Iceland,27.5.a,2012,3,24,0.001
IAGS,Iceland,27.5.a,2012,3,26,0.002
IAGS,Iceland,27.5.a,2012,3,27,0.003
IAGS,Iceland,27.5.a,2012,3,28,0.002
IAGS,Iceland,27.5.a,2012,3,29,0.005
IAGS,Iceland,27.5.a,2012,3,30,0.006
IAGS,Iceland,27.5.a,2012,3,32,0.003
IAGS,Iceland,27.5.a,2012,3,33,0.004
IAGS,Iceland,27.5.a,2012,3,34,0.004
IAGS,Iceland,27.5.a,2012,3,35,0.004
