person,source,haul_id,age,length_cm,weight_g,gender,maturity_stage,maturity,spawning
Pamela J. Woods,IFGS,44154,7,30,NA,M,1,immature,no
Pamela J. Woods,IFGS,44154,7,32,NA,M,1,immature,no
Pamela J. Woods,IFGS,44154,7,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,44151,1,15,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,44150,5,30,NA,M,1,immature,no
Pamela J. Woods,IFGS,44150,7,35,NA,M,2,mature,no
Pamela J. Woods,IFGS,44149,4,29,NA,F,1,immature,no
Pamela J. Woods,IFGS,44149,4,27,NA,M,1,immature,no
Pamela J. Woods,IFGS,44271,8,36,NA,M,1,immature,no
Pamela J. Woods,IFGS,44270,7,38,NA,M,1,immature,no
Pamela J. Woods,IFGS,44270,1,17,NA,M,1,immature,no
Pamela J. Woods,IFGS,44383,NA,29,NA,M,1,immature,no
Pamela J. Woods,IFGS,44382,NA,26,NA,M,1,immature,no
Pamela J. Woods,IFGS,44452,14,48,NA,F,4,mature,no
Pamela J. Woods,IFGS,44452,10,42,NA,M,2,mature,no
Pamela J. Woods,IFGS,44452,11,42,NA,M,2,mature,no
Pamela J. Woods,IFGS,44449,9,41,NA,M,2,mature,no
Pamela J. Woods,IFGS,44449,14,44,NA,F,2,mature,no
Pamela J. Woods,IFGS,44449,10,43,NA,F,2,mature,no
Pamela J. Woods,IFGS,44449,9,40,NA,F,2,mature,no
Pamela J. Woods,IFGS,44449,9,43,NA,M,2,mature,no
Pamela J. Woods,IFGS,44449,10,40,NA,M,2,mature,no
Pamela J. Woods,IFGS,44449,9,38,NA,M,1,immature,no
Pamela J. Woods,IFGS,44449,8,39,NA,F,1,immature,no
Pamela J. Woods,IFGS,44449,12,43,NA,F,2,mature,no
Pamela J. Woods,IFGS,44449,16,47,NA,F,2,mature,no
Pamela J. Woods,IFGS,44449,9,42,NA,M,2,mature,no
Pamela J. Woods,IFGS,44449,10,44,NA,F,2,mature,no
Pamela J. Woods,IFGS,44441,18,50,NA,F,2,mature,no
Pamela J. Woods,IFGS,44439,20,51,NA,F,2,mature,no
Pamela J. Woods,IFGS,44439,24,54,NA,F,2,mature,no
Pamela J. Woods,IFGS,44439,16,53,NA,F,2,mature,no
Pamela J. Woods,IFGS,44457,13,46,NA,F,2,mature,no
Pamela J. Woods,IFGS,44457,16,46,NA,F,2,mature,no
Pamela J. Woods,IFGS,44457,11,47,NA,F,2,mature,no
Pamela J. Woods,IFGS,44457,13,45,NA,M,2,mature,no
Pamela J. Woods,IFGS,44456,20,51,NA,F,2,mature,no
Pamela J. Woods,IFGS,44456,10,46,NA,F,2,mature,no
Pamela J. Woods,IFGS,44456,16,49,NA,F,2,mature,no
Pamela J. Woods,IFGS,44455,18,51,NA,F,2,mature,no
Pamela J. Woods,IFGS,44455,NA,53,NA,F,2,mature,no
Pamela J. Woods,IFGS,44454,12,45,NA,F,2,mature,no
Pamela J. Woods,IFGS,44454,14,49,NA,F,2,mature,no
Pamela J. Woods,IFGS,44500,NA,52,NA,F,2,mature,no
Pamela J. Woods,IFGS,44499,14,50,NA,F,2,mature,no
Pamela J. Woods,IFGS,44499,17,49,NA,M,2,mature,no
Pamela J. Woods,IFGS,44499,19,49,NA,F,2,mature,no
Pamela J. Woods,IFGS,44499,NA,52,NA,F,2,mature,no
Pamela J. Woods,IFGS,44499,16,49,NA,F,2,mature,no
Pamela J. Woods,IFGS,44499,14,48,NA,M,2,mature,no
Pamela J. Woods,IFGS,44498,20,49,NA,M,2,mature,no
Pamela J. Woods,IFGS,44498,14,45,NA,M,4,mature,no
Pamela J. Woods,IFGS,44195,5,29,NA,M,1,immature,no
Pamela J. Woods,IFGS,44195,8,37,NA,M,1,immature,no
Pamela J. Woods,IFGS,44195,13,43,NA,F,2,mature,no
Pamela J. Woods,IFGS,44193,3,21,NA,F,1,immature,no
Pamela J. Woods,IFGS,44193,4,27,NA,F,1,immature,no
Pamela J. Woods,IFGS,44193,2,19,NA,M,1,immature,no
Pamela J. Woods,IFGS,44193,4,26,NA,M,1,immature,no
Pamela J. Woods,IFGS,44193,2,17,NA,M,1,immature,no
Pamela J. Woods,IFGS,44193,1,15,NA,F,1,immature,no
Pamela J. Woods,IFGS,44193,5,27,NA,M,1,immature,no
Pamela J. Woods,IFGS,44193,3,22,NA,M,1,immature,no
Pamela J. Woods,IFGS,44193,4,26,NA,M,1,immature,no
Pamela J. Woods,IFGS,44193,2,19,NA,F,1,immature,no
Pamela J. Woods,IFGS,44192,11,40,NA,M,4,mature,no
Pamela J. Woods,IFGS,44192,9,38,NA,F,4,mature,no
Pamela J. Woods,IFGS,44192,8,37,NA,M,4,mature,no
Pamela J. Woods,IFGS,44191,14,46,NA,F,2,mature,no
Pamela J. Woods,IFGS,44191,7,34,NA,F,1,immature,no
Pamela J. Woods,IFGS,44191,9,33,NA,F,2,mature,no
Pamela J. Woods,IFGS,44191,NA,45,NA,M,1,immature,no
Pamela J. Woods,IFGS,44191,7,32,NA,M,1,immature,no
Pamela J. Woods,IFGS,44191,NA,49,NA,F,2,mature,no
Pamela J. Woods,IFGS,44191,NA,50,NA,F,2,mature,no
Pamela J. Woods,IFGS,44191,NA,53,NA,F,2,mature,no
Pamela J. Woods,IFGS,44191,24,49,NA,F,2,mature,no
Pamela J. Woods,IFGS,44191,23,48,NA,M,2,mature,no
Pamela J. Woods,IFGS,44191,5,30,NA,M,1,immature,no
Pamela J. Woods,IFGS,44191,8,37,NA,F,2,mature,no
Pamela J. Woods,IFGS,44191,7,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,44190,16,44,NA,M,2,mature,no
Pamela J. Woods,IFGS,44190,7,33,NA,F,1,immature,no
Pamela J. Woods,IFGS,44190,15,41,NA,F,2,mature,no
Pamela J. Woods,IFGS,44356,NA,21,NA,M,1,immature,no
Pamela J. Woods,IFGS,44510,10,42,NA,M,4,mature,no
Pamela J. Woods,IFGS,44510,17,50,NA,F,4,mature,no
Pamela J. Woods,IFGS,44510,9,43,NA,M,2,mature,no
Pamela J. Woods,IFGS,44510,17,50,NA,F,4,mature,no
Pamela J. Woods,IFGS,44509,10,44,NA,F,2,mature,no
Pamela J. Woods,IFGS,44505,5,34,NA,M,2,mature,no
Pamela J. Woods,IFGS,44504,6,36,NA,M,1,immature,no
Pamela J. Woods,IFGS,44504,9,40,NA,M,1,immature,no
Pamela J. Woods,IFGS,44504,5,36,NA,M,1,immature,no
Pamela J. Woods,IFGS,44504,6,33,NA,M,1,immature,no
Pamela J. Woods,IFGS,44637,NA,51,NA,M,2,mature,no
Pamela J. Woods,IFGS,44750,NA,48,NA,F,2,mature,no
Pamela J. Woods,IFGS,44749,15,46,NA,F,2,mature,no
Pamela J. Woods,IFGS,44749,12,48,NA,F,2,mature,no
Pamela J. Woods,IFGS,44748,NA,53,NA,F,2,mature,no
Pamela J. Woods,IFGS,44748,17,53,NA,F,2,mature,no
Pamela J. Woods,IFGS,44702,18,47,NA,F,2,mature,no
Pamela J. Woods,IFGS,44747,21,48,NA,M,4,mature,no
Pamela J. Woods,IFGS,44984,5,31,NA,M,1,immature,no
Pamela J. Woods,IFGS,50742,2,20,NA,M,1,immature,no
Pamela J. Woods,IFGS,50745,5,30,NA,F,1,immature,no
Pamela J. Woods,IFGS,50749,1,14,NA,F,1,immature,no
Pamela J. Woods,IFGS,50749,2,21,NA,F,1,immature,no
Pamela J. Woods,IFGS,50750,2,23,NA,F,1,immature,no
Pamela J. Woods,IFGS,50750,4,28,NA,M,1,immature,no
Pamela J. Woods,IFGS,50751,NA,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,50751,NA,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,50751,NA,38,NA,M,2,mature,no
Pamela J. Woods,IFGS,50751,NA,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,50821,2,19,NA,M,1,immature,no
Pamela J. Woods,IFGS,50821,2,20,NA,M,1,immature,no
Pamela J. Woods,IFGS,50821,2,21,NA,F,1,immature,no
Pamela J. Woods,IFGS,50821,1,14,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,50821,3,23,NA,M,1,immature,no
Pamela J. Woods,IFGS,50821,1,14,NA,F,1,immature,no
Pamela J. Woods,IFGS,50821,3,24,NA,M,1,immature,no
Pamela J. Woods,IFGS,50821,2,20,NA,F,1,immature,no
Pamela J. Woods,IFGS,50822,9,41,NA,F,2,mature,no
Pamela J. Woods,IFGS,50822,7,37,NA,F,2,mature,no
Pamela J. Woods,IFGS,50823,19,50,NA,F,2,mature,no
Pamela J. Woods,IFGS,50824,8,36,NA,F,2,mature,no
Pamela J. Woods,IFGS,50824,6,35,NA,F,2,mature,no
Pamela J. Woods,IFGS,50829,1,15,NA,M,1,immature,no
Pamela J. Woods,IFGS,50820,1,16,NA,F,1,immature,no
Pamela J. Woods,IFGS,50820,9,35,NA,F,2,mature,no
Pamela J. Woods,IFGS,50820,2,18,NA,M,1,immature,no
Pamela J. Woods,IFGS,50820,2,20,NA,M,1,immature,no
Pamela J. Woods,IFGS,50609,NA,28,NA,F,1,immature,no
Pamela J. Woods,IFGS,41627,NA,32,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,41379,22,49,NA,F,2,mature,no
Pamela J. Woods,IFGS,41375,11,44,NA,F,2,mature,no
Pamela J. Woods,IFGS,41374,17,48,NA,F,2,mature,no
Pamela J. Woods,IFGS,41374,16,44,NA,M,2,mature,no
Pamela J. Woods,IFGS,41374,12,45,NA,F,2,mature,no
Pamela J. Woods,IFGS,41374,21,56,NA,F,2,mature,no
Pamela J. Woods,IFGS,41373,11,38,NA,M,1,immature,no
Pamela J. Woods,IFGS,41368,16,46,NA,M,1,immature,no
Pamela J. Woods,IFGS,41368,14,48,NA,F,2,mature,no
Pamela J. Woods,IFGS,41368,NA,53,NA,F,2,mature,no
Pamela J. Woods,IFGS,41367,NA,50,NA,F,2,mature,no
Pamela J. Woods,IFGS,41366,11,44,NA,F,1,immature,no
Pamela J. Woods,IFGS,50373,NA,52,NA,F,2,mature,no
Pamela J. Woods,IFGS,50373,NA,48,NA,M,2,mature,no
Pamela J. Woods,IFGS,50404,NA,54,NA,F,2,mature,no
Pamela J. Woods,IFGS,50404,NA,51,NA,F,2,mature,no
Pamela J. Woods,IFGS,50406,NA,49,NA,F,2,mature,no
Pamela J. Woods,IFGS,50409,NA,48,NA,F,2,mature,no
Pamela J. Woods,IFGS,48398,17,46,NA,F,4,mature,no
Pamela J. Woods,IFGS,48398,9,38,NA,M,1,immature,no
Pamela J. Woods,IFGS,48384,8,33,NA,M,1,immature,no
Pamela J. Woods,IFGS,48408,17,46,NA,F,4,mature,no
Pamela J. Woods,IFGS,48407,NA,50,NA,F,2,mature,no
Pamela J. Woods,IFGS,48407,9,40,NA,M,1,immature,no
Pamela J. Woods,IFGS,48407,15,49,NA,M,1,immature,no
Pamela J. Woods,IFGS,48401,19,48,NA,F,2,mature,no
Pamela J. Woods,IFGS,48401,10,36,NA,M,1,immature,no
Pamela J. Woods,IFGS,48400,NA,51,NA,F,2,mature,no
Pamela J. Woods,IFGS,48399,19,47,NA,F,2,mature,no
Pamela J. Woods,IFGS,50418,NA,54,NA,M,4,mature,no
Pamela J. Woods,IFGS,50420,NA,54,NA,F,2,mature,no
Pamela J. Woods,IFGS,50426,NA,48,NA,F,2,mature,no
Pamela J. Woods,IFGS,50426,NA,50,NA,F,2,mature,no
Pamela J. Woods,IFGS,50432,NA,50,NA,F,2,mature,no
Pamela J. Woods,IFGS,50433,NA,50,NA,F,2,mature,no
Pamela J. Woods,IFGS,50434,NA,52,NA,F,4,mature,no
Pamela J. Woods,IFGS,50435,NA,50,NA,F,2,mature,no
Pamela J. Woods,IFGS,50437,NA,38,NA,M,1,immature,no
Pamela J. Woods,IFGS,48214,12,45,NA,F,4,mature,no
Pamela J. Woods,IFGS,50572,NA,49,NA,F,1,immature,no
Pamela J. Woods,IFGS,50579,NA,43,NA,M,1,immature,no
Pamela J. Woods,IFGS,50580,NA,48,NA,F,2,mature,no
Pamela J. Woods,IFGS,50586,NA,48,NA,F,1,immature,no
Pamela J. Woods,IFGS,50587,NA,50,NA,F,1,immature,no
Pamela J. Woods,IFGS,50587,NA,45,NA,F,2,mature,no
Pamela J. Woods,IFGS,50587,NA,44,NA,F,1,immature,no
Pamela J. Woods,IFGS,50587,NA,43,NA,M,1,immature,no
Pamela J. Woods,IFGS,50587,NA,39,NA,M,1,immature,no
Pamela J. Woods,IFGS,50587,NA,43,NA,F,1,immature,no
Pamela J. Woods,IFGS,50587,NA,49,NA,M,1,immature,no
Pamela J. Woods,IFGS,50587,NA,45,NA,F,1,immature,no
Pamela J. Woods,IFGS,50587,NA,39,NA,M,1,immature,no
Pamela J. Woods,IFGS,50587,NA,30,NA,M,1,immature,no
Pamela J. Woods,IFGS,50589,NA,39,NA,F,1,immature,no
Pamela J. Woods,IFGS,50563,NA,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,50563,NA,37,NA,F,1,immature,no
Pamela J. Woods,IFGS,48176,NA,33,NA,M,1,immature,no
Pamela J. Woods,IFGS,48175,NA,49,NA,F,2,mature,no
Pamela J. Woods,IFGS,50327,NA,40,NA,F,2,mature,no
Pamela J. Woods,IFGS,47948,NA,25,NA,M,1,immature,no
Pamela J. Woods,IFGS,47948,NA,27,NA,M,1,immature,no
Pamela J. Woods,IFGS,48036,NA,49,NA,F,2,mature,no
Pamela J. Woods,IFGS,48035,NA,42,NA,M,2,mature,no
Pamela J. Woods,IFGS,48035,NA,45,NA,M,2,mature,no
Pamela J. Woods,IFGS,47809,NA,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,47808,NA,26,NA,F,1,immature,no
Pamela J. Woods,IFGS,47807,NA,27,NA,M,1,immature,no
Pamela J. Woods,IFGS,48054,NA,39,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,39,NA,M,2,mature,no
Pamela J. Woods,IFGS,48054,NA,38,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,35,NA,F,1,immature,no
Pamela J. Woods,IFGS,48054,NA,39,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,38,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,38,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,51,NA,F,4,mature,no
Pamela J. Woods,IFGS,48054,NA,45,NA,F,4,mature,no
Pamela J. Woods,IFGS,48054,NA,38,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,35,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,43,NA,F,4,mature,no
Pamela J. Woods,IFGS,48054,NA,42,NA,F,4,mature,no
Pamela J. Woods,IFGS,48054,NA,36,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,54,NA,F,4,mature,no
Pamela J. Woods,IFGS,48054,NA,44,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,42,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,36,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,39,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,41,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,47,NA,F,4,mature,no
Pamela J. Woods,IFGS,48054,NA,44,NA,F,4,mature,no
Pamela J. Woods,IFGS,48054,NA,34,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,37,NA,F,4,mature,no
Pamela J. Woods,IFGS,48054,NA,45,NA,F,4,mature,no
Pamela J. Woods,IFGS,48054,NA,39,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,37,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,52,NA,F,4,mature,no
Pamela J. Woods,IFGS,48054,NA,38,NA,M,4,mature,no
Pamela J. Woods,IFGS,48054,NA,44,NA,F,4,mature,no
Pamela J. Woods,IFGS,48053,NA,48,NA,M,2,mature,no
Pamela J. Woods,IFGS,48053,NA,45,NA,F,2,mature,no
Pamela J. Woods,IFGS,48053,NA,42,NA,M,2,mature,no
Pamela J. Woods,IFGS,48053,NA,49,NA,F,2,mature,no
Pamela J. Woods,IFGS,48053,NA,47,NA,F,2,mature,no
Pamela J. Woods,IFGS,48046,NA,51,NA,F,2,mature,no
Pamela J. Woods,IFGS,48045,NA,44,NA,F,4,mature,no
Pamela J. Woods,IFGS,48044,NA,48,NA,F,2,mature,no
Pamela J. Woods,IFGS,48043,NA,44,NA,F,4,mature,no
Pamela J. Woods,IFGS,48040,NA,29,NA,M,1,immature,no
Pamela J. Woods,IFGS,48039,NA,35,NA,M,1,immature,no
Pamela J. Woods,IFGS,47836,NA,25,NA,M,1,immature,no
Pamela J. Woods,IFGS,47836,NA,26,NA,F,1,immature,no
Pamela J. Woods,IFGS,47836,NA,26,NA,F,1,immature,no
Pamela J. Woods,IFGS,47836,NA,23,NA,F,1,immature,no
Pamela J. Woods,IFGS,47835,NA,29,NA,F,1,immature,no
Pamela J. Woods,IFGS,47833,NA,35,NA,F,1,immature,no
Pamela J. Woods,IFGS,47832,NA,35,NA,M,1,immature,no
Pamela J. Woods,IFGS,47832,NA,21,NA,F,1,immature,no
Pamela J. Woods,IFGS,47831,NA,21,NA,F,1,immature,no
Pamela J. Woods,IFGS,47831,NA,33,NA,M,1,immature,no
Pamela J. Woods,IFGS,47828,NA,16,NA,M,1,immature,no
Pamela J. Woods,IFGS,47827,NA,22,NA,M,1,immature,no
Pamela J. Woods,IFGS,47827,NA,30,NA,M,1,immature,no
Pamela J. Woods,IFGS,47827,NA,26,NA,M,1,immature,no
Pamela J. Woods,IFGS,47827,NA,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,47827,NA,26,NA,M,1,immature,no
Pamela J. Woods,IFGS,47827,NA,45,NA,F,4,mature,no
Pamela J. Woods,IFGS,47823,NA,21,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,9,38,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,7,37,NA,F,1,immature,no
Pamela J. Woods,IFGS,47861,9,39,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,9,37,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,12,41,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,8,35,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,7,35,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,8,37,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,8,35,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,8,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,6,35,NA,M,2,mature,no
Pamela J. Woods,IFGS,47861,10,38,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,8,37,NA,F,1,immature,no
Pamela J. Woods,IFGS,47861,6,31,NA,F,1,immature,no
Pamela J. Woods,IFGS,47861,11,39,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,8,33,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,9,40,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,8,37,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,8,37,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,8,40,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,8,37,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,11,41,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,8,38,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,6,30,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,10,36,NA,F,1,immature,no
Pamela J. Woods,IFGS,47861,15,46,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,6,33,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,9,35,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,6,32,NA,F,1,immature,no
Pamela J. Woods,IFGS,47861,12,44,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,8,35,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,7,33,NA,F,1,immature,no
Pamela J. Woods,IFGS,47861,6,35,NA,F,1,immature,no
Pamela J. Woods,IFGS,47861,8,35,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,10,38,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,9,36,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,8,35,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,10,40,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,15,43,NA,M,2,mature,no
Pamela J. Woods,IFGS,47861,8,39,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,9,36,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,8,36,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,8,36,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,9,40,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,11,43,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,7,34,NA,F,1,immature,no
Pamela J. Woods,IFGS,47861,8,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,8,38,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,8,35,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,9,34,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,6,31,NA,F,1,immature,no
Pamela J. Woods,IFGS,47861,8,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,8,36,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,7,33,NA,M,2,mature,no
Pamela J. Woods,IFGS,47861,7,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,47861,6,34,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,8,35,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,10,38,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,7,37,NA,F,2,mature,no
Pamela J. Woods,IFGS,47861,6,31,NA,M,2,mature,no
Pamela J. Woods,IFGS,47861,6,30,NA,F,1,immature,no
Pamela J. Woods,IFGS,47861,8,36,NA,M,1,immature,no
Pamela J. Woods,IFGS,47860,NA,45,NA,F,4,mature,no
Pamela J. Woods,IFGS,47860,NA,39,NA,F,4,mature,no
Pamela J. Woods,IFGS,47855,NA,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,47850,NA,27,NA,M,1,immature,no
Pamela J. Woods,IFGS,47840,NA,25,NA,F,1,immature,no
Pamela J. Woods,IFGS,47838,NA,29,NA,M,1,immature,no
Pamela J. Woods,IFGS,47838,NA,26,NA,M,1,immature,no
Pamela J. Woods,IFGS,47838,NA,31,NA,M,1,immature,no
Pamela J. Woods,IFGS,47838,NA,34,NA,F,1,immature,no
Pamela J. Woods,IFGS,47838,NA,28,NA,M,1,immature,no
Pamela J. Woods,IFGS,47838,NA,31,NA,F,1,immature,no
Pamela J. Woods,IFGS,47838,NA,32,NA,M,1,immature,no
Pamela J. Woods,IFGS,47837,NA,26,NA,M,1,immature,no
Pamela J. Woods,IFGS,47837,NA,32,NA,M,1,immature,no
Pamela J. Woods,IFGS,47837,NA,30,NA,F,1,immature,no
Pamela J. Woods,IFGS,47881,2,20,NA,F,1,immature,no
Pamela J. Woods,IFGS,47880,2,22,NA,F,1,immature,no
Pamela J. Woods,IFGS,47880,3,24,NA,M,1,immature,no
Pamela J. Woods,IFGS,47880,2,19,NA,M,1,immature,no
Pamela J. Woods,IFGS,47880,3,25,NA,M,1,immature,no
Pamela J. Woods,IFGS,47880,3,23,NA,F,1,immature,no
Pamela J. Woods,IFGS,47880,5,30,NA,F,1,immature,no
Pamela J. Woods,IFGS,47880,2,22,NA,F,1,immature,no
Pamela J. Woods,IFGS,47880,3,25,NA,F,1,immature,no
Pamela J. Woods,IFGS,47880,3,23,NA,F,1,immature,no
Pamela J. Woods,IFGS,47880,4,26,NA,M,1,immature,no
Pamela J. Woods,IFGS,47880,3,25,NA,M,1,immature,no
Pamela J. Woods,IFGS,47880,3,24,NA,M,1,immature,no
Pamela J. Woods,IFGS,47880,4,27,NA,F,1,immature,no
Pamela J. Woods,IFGS,47880,4,28,NA,M,1,immature,no
Pamela J. Woods,IFGS,47880,4,25,NA,M,1,immature,no
Pamela J. Woods,IFGS,47880,1,16,NA,M,1,immature,no
Pamela J. Woods,IFGS,47880,3,25,NA,M,1,immature,no
Pamela J. Woods,IFGS,47879,3,25,NA,M,1,immature,no
Pamela J. Woods,IFGS,47879,3,23,NA,M,1,immature,no
Pamela J. Woods,IFGS,47879,3,25,NA,F,1,immature,no
Pamela J. Woods,IFGS,47879,3,23,NA,M,1,immature,no
Pamela J. Woods,IFGS,47879,3,23,NA,F,1,immature,no
Pamela J. Woods,IFGS,47879,3,24,NA,M,1,immature,no
Pamela J. Woods,IFGS,47879,5,30,NA,F,1,immature,no
Pamela J. Woods,IFGS,47879,3,24,NA,F,1,immature,no
Pamela J. Woods,IFGS,47879,6,30,NA,M,1,immature,no
Pamela J. Woods,IFGS,47879,5,28,NA,F,1,immature,no
Pamela J. Woods,IFGS,47879,1,15,NA,M,1,immature,no
Pamela J. Woods,IFGS,47879,3,22,NA,M,1,immature,no
Pamela J. Woods,IFGS,47879,3,24,NA,F,1,immature,no
Pamela J. Woods,IFGS,47879,2,19,NA,M,1,immature,no
Pamela J. Woods,IFGS,47879,3,21,NA,M,1,immature,no
Pamela J. Woods,IFGS,47879,2,19,NA,F,1,immature,no
Pamela J. Woods,IFGS,47879,3,27,NA,M,1,immature,no
Pamela J. Woods,IFGS,47879,4,27,NA,F,1,immature,no
Pamela J. Woods,IFGS,47879,3,23,NA,M,1,immature,no
Pamela J. Woods,IFGS,50783,NA,40,NA,F,2,mature,no
Pamela J. Woods,IFGS,50787,NA,35,NA,M,2,mature,no
Pamela J. Woods,IFGS,50787,NA,39,NA,M,2,mature,no
Pamela J. Woods,IFGS,50787,NA,40,NA,M,2,mature,no
Pamela J. Woods,IFGS,50787,NA,41,NA,M,2,mature,no
Pamela J. Woods,IFGS,50787,NA,39,NA,M,2,mature,no
Pamela J. Woods,IFGS,50787,NA,35,NA,F,2,mature,no
Pamela J. Woods,IFGS,50787,NA,49,NA,F,2,mature,no
Pamela J. Woods,IFGS,50788,NA,44,NA,M,2,mature,no
Pamela J. Woods,IFGS,50788,NA,45,NA,M,2,mature,no
Pamela J. Woods,IFGS,50788,NA,32,NA,F,1,immature,no
Pamela J. Woods,IFGS,50790,NA,49,NA,M,2,mature,no
Pamela J. Woods,IFGS,50759,NA,19,NA,F,1,immature,no
Pamela J. Woods,IFGS,50760,NA,22,NA,M,1,immature,no
Pamela J. Woods,IFGS,50760,NA,18,NA,F,1,immature,no
Pamela J. Woods,IFGS,50760,NA,22,NA,F,1,immature,no
Pamela J. Woods,IFGS,50760,NA,20,NA,F,1,immature,no
Pamela J. Woods,IFGS,50760,NA,22,NA,M,1,immature,no
Pamela J. Woods,IFGS,50760,NA,20,NA,F,1,immature,no
Pamela J. Woods,IFGS,50760,NA,20,NA,M,1,immature,no
Pamela J. Woods,IFGS,50760,NA,19,NA,M,1,immature,no
Pamela J. Woods,IFGS,50760,NA,20,NA,F,1,immature,no
Pamela J. Woods,IFGS,50760,NA,20,NA,M,1,immature,no
Pamela J. Woods,IFGS,50760,NA,17,NA,F,1,immature,no
Pamela J. Woods,IFGS,50760,NA,16,NA,M,1,immature,no
Pamela J. Woods,IFGS,50760,NA,17,NA,F,1,immature,no
Pamela J. Woods,IFGS,50760,NA,16,NA,M,1,immature,no
Pamela J. Woods,IFGS,50760,NA,18,NA,F,1,immature,no
Pamela J. Woods,IFGS,39135,13,45,NA,M,1,immature,no
Pamela J. Woods,IFGS,39135,2,20,NA,M,1,immature,no
Pamela J. Woods,IFGS,39135,3,21,NA,M,1,immature,no
