person,source,haul_id,age,length_cm,weight_g,gender,maturity_stage,maturity,spawning
Pamela J. Woods,IFGS,141408,2,25,NA,M,1,immature,no
Pamela J. Woods,IFGS,141408,2,25,NA,F,1,immature,no
Pamela J. Woods,IFGS,141408,2,22,NA,M,1,immature,no
Pamela J. Woods,IFGS,141410,2,20,NA,M,1,immature,no
Pamela J. Woods,IFGS,141410,2,20,NA,M,1,immature,no
Pamela J. Woods,IFGS,141410,2,20,NA,M,1,immature,no
Pamela J. Woods,IFGS,141410,2,22,NA,M,1,immature,no
Pamela J. Woods,IFGS,141410,2,20,NA,M,1,immature,no
Pamela J. Woods,IFGS,141410,2,20,NA,M,1,immature,no
Pamela J. Woods,IFGS,141410,2,18,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141410,1,16,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141410,1,17,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141410,1,18,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141410,2,17,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141410,2,19,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141410,2,21,NA,M,1,immature,no
Pamela J. Woods,IFGS,141410,2,23,NA,F,1,immature,no
Pamela J. Woods,IFGS,141410,1,18,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141410,1,17,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141410,2,19,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141412,2,22,NA,M,1,immature,no
Pamela J. Woods,IFGS,141414,2,22,NA,F,1,immature,no
Pamela J. Woods,IFGS,141416,2,21,NA,M,1,immature,no
Pamela J. Woods,IFGS,141418,4,28,NA,F,1,immature,no
Pamela J. Woods,IFGS,141374,4,25,NA,M,1,immature,no
Pamela J. Woods,IFGS,141378,2,16,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141372,NA,23,NA,M,1,immature,no
Pamela J. Woods,IFGS,141358,10,41,NA,F,2,mature,no
Pamela J. Woods,IFGS,141358,4,29,NA,M,1,immature,no
Pamela J. Woods,IFGS,141358,8,36,NA,F,1,immature,no
Pamela J. Woods,IFGS,141358,6,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,141358,6,36,NA,M,1,immature,no
Pamela J. Woods,IFGS,141358,8,37,NA,F,1,immature,no
Pamela J. Woods,IFGS,141358,7,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,141358,7,35,NA,M,1,immature,no
Pamela J. Woods,IFGS,141358,12,43,NA,F,2,mature,no
Pamela J. Woods,IFGS,141358,13,46,NA,F,2,mature,no
Pamela J. Woods,IFGS,141358,14,47,NA,F,2,mature,no
Pamela J. Woods,IFGS,141358,15,44,NA,F,2,mature,no
Pamela J. Woods,IFGS,141358,5,31,NA,M,1,immature,no
Pamela J. Woods,IFGS,141358,7,34,NA,M,1,immature,no
Pamela J. Woods,IFGS,141358,13,45,NA,F,2,mature,no
Pamela J. Woods,IFGS,141360,7,36,NA,F,2,mature,no
Pamela J. Woods,IFGS,141366,2,18,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141368,NA,41,NA,M,1,immature,no
Pamela J. Woods,IFGS,141370,3,26,NA,M,1,immature,no
Pamela J. Woods,IFGS,141326,3,22,NA,M,1,immature,no
Pamela J. Woods,IFGS,141326,2,17,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141326,1,15,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141326,1,16,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141326,1,16,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141326,NA,16,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141326,1,16,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141326,1,15,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141326,2,17,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141326,2,20,NA,M,1,immature,no
Pamela J. Woods,IFGS,141324,1,14,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141324,2,21,NA,F,1,immature,no
Pamela J. Woods,IFGS,141324,1,15,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141302,2,17,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141304,1,16,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141312,1,16,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141314,1,13,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141300,3,22,NA,F,1,immature,no
Pamela J. Woods,IFGS,141300,2,17,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141300,4,28,NA,F,1,immature,no
Pamela J. Woods,IFGS,141300,4,27,NA,F,1,immature,no
Pamela J. Woods,IFGS,141300,NA,20,NA,F,1,immature,no
Pamela J. Woods,IFGS,141300,4,28,NA,M,1,immature,no
Pamela J. Woods,IFGS,141294,NA,13,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141296,3,28,NA,M,1,immature,no
Pamela J. Woods,IFGS,141296,3,25,NA,F,1,immature,no
Pamela J. Woods,IFGS,141298,4,29,NA,M,1,immature,no
Pamela J. Woods,IFGS,141298,4,28,NA,M,2,mature,no
Pamela J. Woods,IFGS,141298,4,27,NA,M,1,immature,no
Pamela J. Woods,IFGS,141298,4,28,NA,M,2,mature,no
Pamela J. Woods,IFGS,141298,5,31,NA,M,2,mature,no
Pamela J. Woods,IFGS,141298,4,27,NA,M,1,immature,no
Pamela J. Woods,IFGS,141298,4,27,NA,F,1,immature,no
Pamela J. Woods,IFGS,141298,5,28,NA,M,1,immature,no
Pamela J. Woods,IFGS,141298,6,36,NA,F,2,mature,no
Pamela J. Woods,IFGS,141298,5,29,NA,F,1,immature,no
Pamela J. Woods,IFGS,141298,4,27,NA,M,1,immature,no
Pamela J. Woods,IFGS,141298,4,27,NA,F,1,immature,no
Pamela J. Woods,IFGS,141298,4,26,NA,F,1,immature,no
Pamela J. Woods,IFGS,141298,4,29,NA,M,2,mature,no
Pamela J. Woods,IFGS,141298,4,26,NA,M,1,immature,no
Pamela J. Woods,IFGS,141298,4,29,NA,M,1,immature,no
Pamela J. Woods,IFGS,141298,5,29,NA,F,1,immature,no
Pamela J. Woods,IFGS,141298,4,27,NA,M,1,immature,no
Pamela J. Woods,IFGS,141298,5,29,NA,M,2,mature,no
Pamela J. Woods,IFGS,141298,5,29,NA,M,1,immature,no
Pamela J. Woods,IFGS,141298,4,27,NA,M,1,immature,no
Pamela J. Woods,IFGS,141298,4,28,NA,M,1,immature,no
Pamela J. Woods,IFGS,141298,4,27,NA,M,1,immature,no
Pamela J. Woods,IFGS,141298,4,28,NA,M,1,immature,no
Pamela J. Woods,IFGS,141298,4,28,NA,M,1,immature,no
Pamela J. Woods,IFGS,141544,2,19,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141544,2,19,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141544,1,16,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141544,1,17,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141544,2,17,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141544,2,18,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141544,2,19,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141522,1,17,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141540,2,25,NA,F,1,immature,no
Pamela J. Woods,IFGS,141514,2,23,NA,M,1,immature,no
Pamela J. Woods,IFGS,141514,1,19,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141484,2,26,NA,F,1,immature,no
Pamela J. Woods,IFGS,141452,1,16,NA,NA,NA,NA,NA
Pamela J. Woods,IAGS,155204,NA,45,NA,M,2,mature,no
Pamela J. Woods,IAGS,155204,NA,24,NA,M,1,immature,no
Pamela J. Woods,IAGS,155206,NA,21,NA,M,1,immature,no
Pamela J. Woods,IAGS,155210,NA,27,NA,M,1,immature,no
Pamela J. Woods,IAGS,155210,NA,28,NA,F,1,immature,no
Pamela J. Woods,IAGS,155210,NA,23,NA,M,1,immature,no
Pamela J. Woods,IAGS,155210,NA,32,NA,F,1,immature,no
Pamela J. Woods,IAGS,155160,NA,16,NA,NA,NA,NA,NA
Pamela J. Woods,IAGS,155166,NA,19,NA,NA,NA,NA,NA
Pamela J. Woods,commercial,109248,NA,43,659,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,31,218,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,35,300,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,41,557,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,39,419,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,40,511,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,37,368,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,40,504,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,40,438,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,41,511,M,3,mature,yes
Pamela J. Woods,commercial,109248,NA,43,665,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,41,517,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,27,117,M,1,immature,no
Pamela J. Woods,commercial,109248,NA,41,460,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,45,700,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,41,546,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,42,568,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,39,477,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,42,613,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,44,506,M,4,mature,no
Pamela J. Woods,commercial,109248,NA,43,590,M,4,mature,no
Pamela J. Woods,commercial,109248,NA,51,537,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,40,442,M,4,mature,no
Pamela J. Woods,commercial,109248,NA,43,580,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,45,711,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,39,381,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,40,420,M,4,mature,no
Pamela J. Woods,commercial,109248,NA,46,665,M,4,mature,no
Pamela J. Woods,commercial,109248,NA,39,450,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,40,530,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,43,573,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,44,715,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,43,632,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,40,438,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,39,404,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,40,406,M,4,mature,no
Pamela J. Woods,commercial,109248,NA,41,551,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,48,902,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,45,666,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,35,288,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,39,390,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,38,366,M,3,mature,yes
Pamela J. Woods,commercial,109248,NA,46,807,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,37,368,M,4,mature,no
Pamela J. Woods,commercial,109248,NA,39,371,M,4,mature,no
Pamela J. Woods,commercial,109248,NA,42,509,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,41,481,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,42,564,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,29,140,M,1,immature,no
Pamela J. Woods,commercial,109248,NA,41,531,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,42,533,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,38,396,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,43,575,M,4,mature,no
Pamela J. Woods,commercial,109248,NA,30,183,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,42,627,M,2,mature,no
Pamela J. Woods,commercial,109248,NA,42,598,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,37,351,F,2,mature,no
Pamela J. Woods,commercial,109248,NA,42,514,F,2,mature,no
Pamela J. Woods,IAGS,112708,NA,49,NA,F,2,mature,no
Pamela J. Woods,IAGS,114701,6,35,NA,F,2,mature,no
Pamela J. Woods,IAGS,114706,5,35,NA,M,1,immature,no
Pamela J. Woods,IAGS,114706,5,34,NA,M,1,immature,no
Pamela J. Woods,IAGS,114706,5,33,NA,M,1,immature,no
Pamela J. Woods,IAGS,114706,6,34,NA,M,1,immature,no
Pamela J. Woods,IAGS,114706,5,33,NA,M,1,immature,no
Pamela J. Woods,IAGS,114706,5,32,NA,M,1,immature,no
Pamela J. Woods,IAGS,114706,6,33,NA,M,1,immature,no
Pamela J. Woods,IAGS,114706,6,32,NA,M,1,immature,no
Pamela J. Woods,IAGS,114706,5,34,NA,M,1,immature,no
Pamela J. Woods,IAGS,114706,5,32,NA,M,1,immature,no
Pamela J. Woods,IAGS,114706,3,26,NA,M,1,immature,no
Pamela J. Woods,IAGS,114706,6,34,NA,M,1,immature,no
Pamela J. Woods,IAGS,114706,7,37,NA,M,1,immature,no
Pamela J. Woods,IAGS,114706,14,44,NA,F,3,mature,yes
Pamela J. Woods,IAGS,114706,6,35,NA,M,1,immature,no
Pamela J. Woods,IAGS,114734,15,46,NA,F,2,mature,no
Pamela J. Woods,IAGS,155180,NA,17,NA,NA,NA,NA,NA
Pamela J. Woods,IAGS,155158,NA,40,NA,F,2,mature,no
Pamela J. Woods,IAGS,154904,NA,12,NA,NA,NA,NA,NA
Pamela J. Woods,IFGS,141516,2,21,NA,M,1,immature,no
Pamela J. Woods,IAGS,156358,NA,53,NA,F,2,mature,no
Pamela J. Woods,commercial,155560,12,42,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,9,44,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,17,52,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,15,48,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,8,38,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,9,41,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,11,39,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,8,40,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,11,43,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,11,43,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,11,44,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,10,39,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,20,51,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,17,49,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,16,49,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,11,44,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,16,48,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,NA,48,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,18,47,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,11,46,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,12,49,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,14,50,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,NA,50,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,NA,50,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,13,44,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,13,46,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,16,48,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,13,43,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,14,46,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,18,47,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,NA,53,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,NA,48,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,11,45,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,NA,51,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,17,49,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,12,47,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,14,46,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,10,53,NA,F,NA,NA,NA
Pamela J. Woods,commercial,155560,NA,47,NA,M,NA,NA,NA
Pamela J. Woods,commercial,155560,19,50,NA,M,NA,NA,NA
Pamela J. Woods,IAGS,135453,NA,34,NA,M,1,immature,no
Pamela J. Woods,IAGS,154888,NA,12,NA,NA,NA,NA,NA
Pamela J. Woods,IAGS,154870,NA,38,NA,F,2,mature,no
Pamela J. Woods,IAGS,154872,NA,12,NA,NA,NA,NA,NA
Pamela J. Woods,IAGS,154850,NA,12,NA,NA,NA,NA,NA
Pamela J. Woods,IAGS,154820,NA,19,NA,NA,NA,NA,NA
Pamela J. Woods,IAGS,154824,NA,13,NA,NA,NA,NA,NA
Pamela J. Woods,IAGS,154794,NA,14,NA,NA,NA,NA,NA
Pamela J. Woods,IAGS,154796,NA,24,NA,M,1,immature,no
Pamela J. Woods,IAGS,154796,NA,26,NA,F,1,immature,no
Pamela J. Woods,IAGS,155194,NA,19,NA,NA,NA,NA,NA
Pamela J. Woods,IAGS,155200,NA,24,NA,M,1,immature,no
Pamela J. Woods,IAGS,155208,NA,32,NA,F,1,immature,no
Pamela J. Woods,IAGS,155208,NA,32,NA,F,1,immature,no
Pamela J. Woods,IAGS,155208,NA,33,NA,M,1,immature,no
Pamela J. Woods,IAGS,155208,NA,31,NA,M,1,immature,no
Pamela J. Woods,IAGS,155208,NA,26,NA,F,1,immature,no
Pamela J. Woods,IAGS,155208,NA,22,NA,M,1,immature,no
Pamela J. Woods,IAGS,155208,NA,36,NA,M,2,mature,no
Pamela J. Woods,IAGS,155212,NA,34,NA,M,1,immature,no
Pamela J. Woods,IAGS,155212,NA,32,NA,F,1,immature,no
Pamela J. Woods,IAGS,155192,NA,15,NA,NA,NA,NA,NA
Pamela J. Woods,IAGS,155202,NA,33,NA,F,1,immature,no
Pamela J. Woods,IAGS,155202,NA,28,NA,M,1,immature,no
Pamela J. Woods,IAGS,155202,NA,22,NA,M,1,immature,no
Pamela J. Woods,IAGS,155202,NA,28,NA,F,1,immature,no
Pamela J. Woods,IAGS,155202,NA,27,NA,M,1,immature,no
Pamela J. Woods,IAGS,155202,NA,27,NA,F,1,immature,no
Pamela J. Woods,IAGS,155202,NA,32,NA,M,1,immature,no
Pamela J. Woods,IAGS,156146,8,38,NA,M,4,mature,no
Pamela J. Woods,IAGS,156146,10,48,NA,F,4,mature,no
Pamela J. Woods,IAGS,156129,12,46,NA,M,1,immature,no
Pamela J. Woods,IAGS,156129,7,37,NA,F,2,mature,no
Pamela J. Woods,IAGS,156133,6,35,NA,M,1,immature,no
Pamela J. Woods,IAGS,156133,7,37,NA,F,1,immature,no
Pamela J. Woods,IAGS,156133,12,43,NA,F,1,immature,no
Pamela J. Woods,IAGS,156133,8,40,NA,F,1,immature,no
Pamela J. Woods,IAGS,156133,8,40,NA,M,1,immature,no
Pamela J. Woods,IAGS,156133,12,46,NA,M,1,immature,no
Pamela J. Woods,IAGS,156135,7,39,NA,M,1,immature,no
Pamela J. Woods,IAGS,156135,8,40,NA,M,1,immature,no
Pamela J. Woods,IAGS,156137,8,39,NA,M,4,mature,no
Pamela J. Woods,IAGS,156137,9,44,NA,M,4,mature,no
Pamela J. Woods,IAGS,156137,9,41,NA,F,4,mature,no
Pamela J. Woods,IAGS,156137,8,39,NA,M,4,mature,no
Pamela J. Woods,IAGS,156137,9,42,NA,F,4,mature,no
Pamela J. Woods,IAGS,156137,10,48,NA,F,4,mature,no
Pamela J. Woods,IAGS,156137,14,40,NA,NA,NA,NA,NA
Pamela J. Woods,IAGS,156137,14,45,NA,M,2,mature,no
Pamela J. Woods,IAGS,156137,8,40,NA,M,4,mature,no
Pamela J. Woods,IAGS,156137,10,40,NA,M,4,mature,no
Pamela J. Woods,IAGS,156137,NA,37,NA,M,4,mature,no
Pamela J. Woods,IAGS,156137,7,40,NA,F,4,mature,no
Pamela J. Woods,IAGS,156137,9,40,NA,M,4,mature,no
Pamela J. Woods,IAGS,156140,7,37,NA,F,4,mature,no
Pamela J. Woods,IAGS,156142,8,38,NA,F,1,immature,no
Pamela J. Woods,IAGS,155976,7,36,NA,M,2,mature,no
Pamela J. Woods,IAGS,155976,12,46,NA,F,2,mature,no
Pamela J. Woods,IAGS,155976,8,41,NA,F,2,mature,no
Pamela J. Woods,IAGS,155976,8,39,NA,F,2,mature,no
Pamela J. Woods,IAGS,155974,19,51,NA,F,2,mature,no
Pamela J. Woods,IAGS,156111,8,38,NA,F,1,immature,no
Pamela J. Woods,IAGS,156111,9,39,NA,M,1,immature,no
Pamela J. Woods,IAGS,156111,14,44,NA,M,2,mature,no
Pamela J. Woods,IAGS,156111,8,36,NA,M,1,immature,no
Pamela J. Woods,IAGS,156111,6,35,NA,M,1,immature,no
Pamela J. Woods,IAGS,156113,8,36,NA,M,1,immature,no
Pamela J. Woods,IAGS,156115,12,41,NA,F,1,immature,no
Pamela J. Woods,IAGS,156115,10,39,NA,M,1,immature,no
Pamela J. Woods,IAGS,156115,13,43,NA,M,1,immature,no
Pamela J. Woods,IAGS,156115,8,38,NA,M,1,immature,no
Pamela J. Woods,IAGS,156117,17,49,NA,M,4,mature,no
Pamela J. Woods,IAGS,156470,NA,43,NA,M,3,mature,yes
Pamela J. Woods,IAGS,156474,NA,38,NA,F,4,mature,no
Pamela J. Woods,IAGS,156474,NA,34,NA,M,1,immature,no
Pamela J. Woods,IAGS,156474,NA,36,NA,M,1,immature,no
Pamela J. Woods,IAGS,156474,NA,39,NA,M,1,immature,no
Pamela J. Woods,IAGS,156474,NA,33,NA,F,1,immature,no
Pamela J. Woods,IAGS,156474,NA,35,NA,M,4,mature,no
Pamela J. Woods,IAGS,156474,NA,42,NA,F,4,mature,no
Pamela J. Woods,IAGS,156474,NA,39,NA,F,4,mature,no
Pamela J. Woods,IAGS,156474,NA,36,NA,M,4,mature,no
Pamela J. Woods,IAGS,156474,NA,34,NA,M,4,mature,no
Pamela J. Woods,IAGS,156474,NA,34,NA,M,4,mature,no
Pamela J. Woods,IAGS,156474,NA,34,NA,M,4,mature,no
Pamela J. Woods,IAGS,156474,NA,36,NA,F,4,mature,no
Pamela J. Woods,IAGS,156474,NA,34,NA,M,1,immature,no
Pamela J. Woods,IAGS,156485,NA,22,NA,M,1,immature,no
Pamela J. Woods,IAGS,156485,NA,29,NA,M,1,immature,no
Pamela J. Woods,IAGS,156485,NA,34,NA,F,1,immature,no
Pamela J. Woods,IAGS,156485,NA,34,NA,M,1,immature,no
Pamela J. Woods,IAGS,156485,NA,34,NA,M,1,immature,no
Pamela J. Woods,IAGS,156485,NA,43,NA,M,1,immature,no
Pamela J. Woods,IAGS,156487,NA,45,NA,M,1,immature,no
Pamela J. Woods,IAGS,156468,NA,36,NA,M,4,mature,no
Pamela J. Woods,IAGS,156468,NA,35,NA,M,4,mature,no
Pamela J. Woods,IAGS,156468,NA,32,NA,M,4,mature,no
Pamela J. Woods,IAGS,156432,NA,37,NA,M,1,immature,no
Pamela J. Woods,IAGS,156432,NA,37,NA,M,3,mature,yes
Pamela J. Woods,IAGS,156432,NA,36,NA,F,1,immature,no
Pamela J. Woods,IAGS,156434,NA,33,NA,M,4,mature,no
Pamela J. Woods,IAGS,156434,NA,38,NA,F,4,mature,no
Pamela J. Woods,IAGS,156434,NA,32,NA,M,1,immature,no
Pamela J. Woods,IAGS,156434,NA,46,NA,M,4,mature,no
Pamela J. Woods,IAGS,156436,NA,34,NA,M,4,mature,no
Pamela J. Woods,IAGS,156436,NA,38,NA,M,4,mature,no
Pamela J. Woods,IAGS,156436,NA,40,NA,F,2,mature,no
Pamela J. Woods,IAGS,156436,NA,45,NA,M,4,mature,no
Pamela J. Woods,IAGS,156436,NA,41,NA,F,4,mature,no
Pamela J. Woods,IAGS,156436,NA,43,NA,M,4,mature,no
Pamela J. Woods,IAGS,156436,NA,45,NA,M,4,mature,no
Pamela J. Woods,IAGS,156436,NA,39,NA,F,4,mature,no
Pamela J. Woods,IAGS,156438,NA,38,NA,M,4,mature,no
Pamela J. Woods,IAGS,156438,NA,36,NA,M,3,mature,yes
Pamela J. Woods,IAGS,156440,NA,42,NA,M,3,mature,yes
Pamela J. Woods,IAGS,156440,NA,40,NA,F,4,mature,no
Pamela J. Woods,IAGS,156440,NA,43,NA,F,1,immature,no
Pamela J. Woods,IAGS,156440,NA,43,NA,F,3,mature,yes
Pamela J. Woods,IAGS,156454,NA,47,NA,M,4,mature,no
Pamela J. Woods,IAGS,156454,NA,39,NA,F,1,immature,no
Pamela J. Woods,IAGS,156454,NA,47,NA,M,2,mature,no
Pamela J. Woods,IAGS,156456,NA,35,NA,M,1,immature,no
Pamela J. Woods,IAGS,156456,NA,34,NA,M,1,immature,no
Pamela J. Woods,IAGS,156456,NA,39,NA,F,1,immature,no
Pamela J. Woods,IAGS,156456,NA,38,NA,F,1,immature,no
Pamela J. Woods,IAGS,156456,NA,32,NA,M,1,immature,no
Pamela J. Woods,IAGS,156456,NA,31,NA,M,1,immature,no
Pamela J. Woods,IAGS,156456,NA,34,NA,F,1,immature,no
Pamela J. Woods,IAGS,156456,NA,38,NA,F,1,immature,no
Pamela J. Woods,IAGS,156456,NA,38,NA,F,1,immature,no
Pamela J. Woods,IAGS,156456,NA,49,NA,F,4,mature,no
Pamela J. Woods,IAGS,156458,NA,39,NA,F,4,mature,no
Pamela J. Woods,IAGS,156458,NA,33,NA,M,1,immature,no
Pamela J. Woods,IAGS,156460,NA,29,NA,M,1,immature,no
Pamela J. Woods,IAGS,156462,NA,39,NA,F,1,immature,no
Pamela J. Woods,IAGS,156466,NA,37,NA,M,4,mature,no
Pamela J. Woods,IAGS,156466,NA,39,NA,F,1,immature,no
Pamela J. Woods,IAGS,156384,18,52,NA,F,3,mature,yes
Pamela J. Woods,IAGS,156386,NA,42,NA,F,2,mature,no
Pamela J. Woods,IAGS,156388,6,36,NA,M,1,immature,no
Pamela J. Woods,IAGS,156388,6,36,NA,M,1,immature,no
Pamela J. Woods,IAGS,156388,7,41,NA,F,1,immature,no
Pamela J. Woods,IAGS,156388,6,40,NA,M,1,immature,no
Pamela J. Woods,IAGS,156388,16,47,NA,M,2,mature,no
Pamela J. Woods,IAGS,156388,11,43,NA,F,1,immature,no
Pamela J. Woods,IAGS,156390,9,42,NA,F,1,immature,no
Pamela J. Woods,IAGS,156390,8,39,NA,M,2,mature,no
Pamela J. Woods,IAGS,156390,7,37,NA,M,1,immature,no
Pamela J. Woods,IAGS,156390,8,40,NA,F,2,mature,no
Pamela J. Woods,IAGS,156390,7,40,NA,F,1,immature,no
Pamela J. Woods,IAGS,156390,8,42,NA,F,4,mature,no
Pamela J. Woods,IAGS,156390,6,40,NA,F,4,mature,no
Pamela J. Woods,IAGS,156390,7,40,NA,F,2,mature,no
Pamela J. Woods,IAGS,156390,6,35,NA,M,1,immature,no
Pamela J. Woods,IAGS,156390,9,44,NA,F,4,mature,no
Pamela J. Woods,IAGS,156392,7,40,NA,M,4,mature,no
Pamela J. Woods,IAGS,156392,10,41,NA,F,2,mature,no
Pamela J. Woods,IAGS,156392,10,38,NA,F,2,mature,no
Pamela J. Woods,IAGS,156392,NA,47,NA,F,2,mature,no
Pamela J. Woods,IAGS,156392,6,40,NA,F,4,mature,no
Pamela J. Woods,IAGS,156392,8,38,NA,F,4,mature,no
Pamela J. Woods,IAGS,156392,5,38,NA,M,4,mature,no
